Anno;Quartiere;Zona;Tipologia Famiglia;Dimensione Familiare;Numero Famiglie;Componenti
1988;Santo Stefano;Colli;Padre con figli e altri membri conviventi;5;1;5
1988;Santo Stefano;Colli;Sola;1;780;780
1988;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;3;20;60
1988;Santo Stefano;Galvani;Sola;1;2311;2311
1988;Santo Stefano;Irnerio;Altre tipologie familiari;2;218;436
1988;Santo Stefano;Irnerio;Altre tipologie familiari;3;17;51
1988;Santo Stefano;Irnerio;Coniugi;2;1180;2360
1988;Santo Stefano;Irnerio;Coniugi con figli;3;941;2823
1988;Santo Stefano;Murri;Madre con figli e altri membri conviventi;3;52;156
1988;Santo Stefano;Murri;Madre con figli e altri membri conviventi;5;6;30
1988;Savena;Mazzini;Coniugi con figli e altri membri conviventi;4;300;1200
1988;Savena;Mazzini;Padre con figli e altri membri conviventi;3;41;123
1988;Savena;Mazzini;Padre con figli e altri membri conviventi;4;13;52
1988;Savena;San Ruffillo;Altre tipologie familiari;2;160;320
1988;Savena;San Ruffillo;Coniugi con altri membri conviventi;6-10;1;7
1988;Savena;San Ruffillo;Coniugi con figli e altri membri conviventi;5;93;465
1988;Savena;San Ruffillo;Madre con figli;5;6;30
1988;Senza fissa dimora;Senza fissa dimora;Coniugi con figli;4;7;28
1988;Senza fissa dimora;Senza fissa dimora;Padre con figli e altri membri conviventi;3;2;6
1989;Borgo Panigale - Reno;Barca;Madre con figli;3;142;426
1989;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;6-10;2;12
1989;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;4;3;12
1989;Borgo Panigale - Reno;Borgo Panigale;Coniugi;2;2478;4956
1989;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;3;120;360
1989;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;6-10;2;12
1989;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli;4;1257;5028
1989;Borgo Panigale - Reno;Borgo Panigale;Madre con figli e altri membri conviventi;3;37;111
1989;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;2;111;222
1989;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;4;4;16
1989;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;4;5;20
1989;Navile;Bolognina;Padre con figli e altri membri conviventi;5;3;15
1989;Navile;Lame;Padre con figli e altri membri conviventi;6-10;1;6
1989;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;3;84;252
1989;San Donato - San Vitale;San Donato;Coniugi con figli;4;1613;6452
1989;San Donato - San Vitale;San Donato;Madre con figli;4;45;180
1989;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;6-10;8;52
1989;San Donato - San Vitale;San Vitale;Altre tipologie familiari;2;308;616
1989;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;5;5;25
1989;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;3;59;177
1989;San Donato - San Vitale;San Vitale;Padre con figli;5;1;5
1989;Santo Stefano;Colli;Coniugi con altri membri conviventi;5;1;5
1989;Santo Stefano;Colli;Madre con figli e altri membri conviventi;5;4;20
1989;Santo Stefano;Irnerio;Altre tipologie familiari;3;18;54
1989;Santo Stefano;Irnerio;Coniugi con figli;4;557;2228
1989;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;4;47;188
1989;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;5;34;170
1989;Santo Stefano;Irnerio;Solo;1;1416;1416
1989;Santo Stefano;Murri;Coniugi con altri membri conviventi;5;1;5
1989;Savena;San Ruffillo;Coniugi con figli e altri membri conviventi;6-10;24;150
1989;Savena;San Ruffillo;Madre con figli e altri membri conviventi;4;20;80
1990;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;4;17;68
1990;Borgo Panigale - Reno;Borgo Panigale;Madre con figli e altri membri conviventi;6-10;2;13
1990;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;6-10;11;68
1990;Borgo Panigale - Reno;Santa Viola;Coniugi con figli e altri membri conviventi;5;41;205
1990;Navile;Corticella;Altre tipologie familiari;2;130;260
1990;Navile;Corticella;Coniugi con altri membri conviventi;3;74;222
1990;Navile;Corticella;Padre con figli;3;23;69
1990;Navile;Lame;Padre con figli e altri membri conviventi;6-10;1;6
1990;Porto - Saragozza;Marconi;Altre tipologie familiari;4;5;20
1990;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;6-10;23;152
1990;Porto - Saragozza;Saffi;Padre con figli;5;2;10
1990;San Donato - San Vitale;San Donato;Altre tipologie familiari;6-10;2;12
1990;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;3;104;312
1990;San Donato - San Vitale;San Vitale;Coniugi;2;3081;6162
1990;San Donato - San Vitale;San Vitale;Coniugi con figli;3;2622;7866
1990;San Donato - San Vitale;San Vitale;Padre con figli;5;2;10
1990;Santo Stefano;Colli;Coniugi con figli;6-10;27;167
1990;Senza fissa dimora;Senza fissa dimora;Sola;1;49;49
1991;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;4;7;28
1991;Borgo Panigale - Reno;Barca;Coniugi con figli;3;2129;6387
1991;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;5;109;545
1991;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;6-10;31;203
1991;Borgo Panigale - Reno;Barca;Sola;1;1418;1418
1991;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli;6-10;24;160
1991;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;4;15;60
1991;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;6-10;2;14
1991;Borgo Panigale - Reno;Santa Viola;Coniugi;2;1173;2346
1991;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;4;490;1960
1991;Borgo Panigale - Reno;Santa Viola;Madre con figli;3;60;180
1991;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;5;1;5
1991;Navile;Bolognina;Coniugi;2;3700;7400
1991;Navile;Bolognina;Coniugi con altri membri conviventi;3;176;528
1991;Navile;Bolognina;Coniugi con figli;5;150;750
1991;Navile;Bolognina;Madre con figli e altri membri conviventi;3;86;258
1991;Navile;Bolognina;Madre con figli e altri membri conviventi;6-10;1;6
1991;Navile;Corticella;Coniugi;2;1471;2942
1991;Navile;Corticella;Coniugi con figli;6-10;19;119
1991;Navile;Corticella;Madre con figli e altri membri conviventi;5;2;10
1991;Navile;Lame;Coniugi con figli;4;748;2992
1991;Navile;Lame;Coniugi con figli;Oltre 10;1;11
1991;Navile;Lame;Madre con figli;6-10;1;6
1991;Porto - Saragozza;Costa Saragozza;Coniugi con figli e altri membri conviventi;4;110;440
1991;Porto - Saragozza;Costa Saragozza;Padre con figli;3;34;102
1991;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;6-10;20;132
1991;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;3;81;243
1991;Porto - Saragozza;Saffi;Madre con figli;6-10;2;13
1991;Porto - Saragozza;Saffi;Padre con figli;2;76;152
1991;San Donato - San Vitale;San Donato;Coniugi;2;3099;6198
1991;Santo Stefano;Colli;Padre con figli;2;45;90
1991;Santo Stefano;Galvani;Coniugi con figli e altri membri conviventi;5;34;170
1992;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;4;15;60
1992;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;6-10;59;378
1992;Borgo Panigale - Reno;Borgo Panigale;Madre con figli e altri membri conviventi;4;26;104
1992;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;5;1;5
1992;Borgo Panigale - Reno;Borgo Panigale;Sola;1;1468;1468
1992;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;4;5;20
1992;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;5;3;15
1992;Borgo Panigale - Reno;Santa Viola;Sola;1;1065;1065
1992;Navile;Bolognina;Altre tipologie familiari;2;489;978
1992;Navile;Bolognina;Altre tipologie familiari;3;60;180
1992;Navile;Bolognina;Coniugi con figli e altri membri conviventi;6-10;57;365
1992;Navile;Bolognina;Padre con figli;2;156;312
1992;Navile;Bolognina;Padre con figli;3;48;144
1992;Navile;Bolognina;Padre con figli;4;6;24
1992;Navile;Bolognina;Padre con figli e altri membri conviventi;3;62;186
1992;Navile;Bolognina;Padre con figli e altri membri conviventi;6-10;2;15
1992;Navile;Corticella;Coniugi;2;1462;2924
1992;Navile;Corticella;Coniugi con figli;6-10;18;113
1992;Navile;Corticella;Madre con figli;2;361;722
1992;Navile;Corticella;Madre con figli;4;7;28
1992;Navile;Corticella;Padre con figli;3;26;78
1992;Navile;Corticella;Padre con figli e altri membri conviventi;5;2;10
1992;Navile;Lame;Coniugi;2;1026;2052
1992;Navile;Lame;Coniugi con altri membri conviventi;4;4;16
1992;Navile;Lame;Padre con figli e altri membri conviventi;3;34;102
1992;Navile;Lame;Padre con figli e altri membri conviventi;4;20;80
1992;Navile;Lame;Padre con figli e altri membri conviventi;5;1;5
1992;Porto - Saragozza;Costa Saragozza;Coniugi con figli;3;1937;5811
1992;Porto - Saragozza;Malpighi;Altre tipologie familiari;2;248;496
1992;Porto - Saragozza;Malpighi;Coniugi con altri membri conviventi;3;34;102
1992;Porto - Saragozza;Malpighi;Madre con figli;2;413;826
1992;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;5;2;10
1992;Porto - Saragozza;Marconi;Padre con figli;2;82;164
1992;Porto - Saragozza;Marconi;Solo;1;986;986
1992;San Donato - San Vitale;San Donato;Altre tipologie familiari;5;4;20
1992;San Donato - San Vitale;San Donato;Madre con figli;6-10;3;21
1992;San Donato - San Vitale;San Donato;Padre con figli;4;9;36
1992;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;5;5;25
2001;Santo Stefano;Colli;Coniugi con figli e altri membri conviventi;5;31;155
2001;Santo Stefano;Colli;Madre con figli;3;106;318
2001;Santo Stefano;Colli;Padre con figli;4;5;20
2001;Santo Stefano;Irnerio;Altre tipologie familiari;5;2;10
2001;Santo Stefano;Irnerio;Coniugi con figli;3;701;2103
2001;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;5;24;120
2001;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;5;5;25
2001;Santo Stefano;Irnerio;Padre con figli;4;5;20
2001;Santo Stefano;Irnerio;Padre con figli;5;1;5
2001;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;5;73;365
2001;Santo Stefano;Murri;Padre con figli e altri membri conviventi;4;30;120
2001;Savena;Mazzini;Coniugi con figli;3;2886;8658
2001;Savena;Mazzini;Coniugi con figli;6-10;36;225
1992;San Donato - San Vitale;San Vitale;Madre con figli;2;917;1834
1992;San Donato - San Vitale;San Vitale;Madre con figli;3;220;660
1992;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;3;84;252
1992;Santo Stefano;Colli;Coniugi;2;551;1102
1992;Santo Stefano;Colli;Coniugi con figli;6-10;22;136
1992;Santo Stefano;Colli;Coniugi con figli e altri membri conviventi;4;41;164
1992;Santo Stefano;Colli;Madre con figli;2;205;410
1992;Santo Stefano;Colli;Madre con figli e altri membri conviventi;3;21;63
1992;Santo Stefano;Galvani;Coniugi con figli;3;775;2325
1992;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;3;54;162
1992;Santo Stefano;Galvani;Padre con figli;3;22;66
1992;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;3;20;60
1992;Santo Stefano;Galvani;Sola;1;1978;1978
1992;Santo Stefano;Irnerio;Altre tipologie familiari;5;1;5
1992;Santo Stefano;Irnerio;Coniugi con altri membri conviventi;3;49;147
1992;Santo Stefano;Irnerio;Coniugi con altri membri conviventi;6-10;1;7
1992;Santo Stefano;Irnerio;Coniugi con figli;6-10;20;124
1992;Santo Stefano;Irnerio;Madre con figli;2;488;976
1992;Santo Stefano;Irnerio;Sola;1;2169;2169
1992;Santo Stefano;Murri;Altre tipologie familiari;4;10;40
1992;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;5;115;575
1992;Santo Stefano;Murri;Madre con figli e altri membri conviventi;3;88;264
1992;Santo Stefano;Murri;Padre con figli;2;156;312
1992;Santo Stefano;Murri;Padre con figli;4;12;48
1992;Savena;Mazzini;Altre tipologie familiari;4;11;44
1992;Savena;Mazzini;Coniugi con altri membri conviventi;3;270;810
1992;Savena;Mazzini;Coniugi con figli e altri membri conviventi;6-10;105;658
1992;Savena;Mazzini;Madre con figli e altri membri conviventi;3;112;336
1992;Savena;San Ruffillo;Coniugi con altri membri conviventi;4;14;56
1992;Savena;San Ruffillo;Padre con figli;4;4;16
1992;Savena;San Ruffillo;Padre con figli e altri membri conviventi;4;15;60
1993;Borgo Panigale - Reno;Barca;Altre tipologie familiari;5;3;15
1993;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;3;139;417
1993;Borgo Panigale - Reno;Barca;Coniugi con figli;5;110;550
1993;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;2;275;550
1993;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;3;205;615
1993;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli;Oltre 10;1;12
1993;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;5;197;985
1993;Borgo Panigale - Reno;Borgo Panigale;Madre con figli e altri membri conviventi;3;67;201
1993;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;2;128;256
1993;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;5;1;5
1993;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;5;3;15
1993;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;Oltre 10;1;11
1993;Borgo Panigale - Reno;Santa Viola;Coniugi;2;1107;2214
1993;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;6-10;1;7
1993;Borgo Panigale - Reno;Santa Viola;Madre con figli;3;62;186
1993;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;4;13;52
1993;Borgo Panigale - Reno;Santa Viola;Solo;1;494;494
1993;Navile;Bolognina;Madre con figli e altri membri conviventi;4;65;260
1993;Navile;Bolognina;Padre con figli;2;168;336
1993;Navile;Corticella;Coniugi con altri membri conviventi;3;120;360
1993;Navile;Corticella;Madre con figli;4;6;24
1993;Navile;Lame;Coniugi con altri membri conviventi;4;8;32
1993;Navile;Lame;Coniugi con figli;6-10;20;125
1993;Navile;Lame;Padre con figli e altri membri conviventi;3;33;99
1993;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;2;367;734
1993;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;4;32;128
1993;Porto - Saragozza;Costa Saragozza;Padre con figli;3;45;135
1993;Porto - Saragozza;Costa Saragozza;Padre con figli e altri membri conviventi;5;5;25
1993;Porto - Saragozza;Malpighi;Altre tipologie familiari;3;20;60
1993;Porto - Saragozza;Malpighi;Coniugi con figli;3;693;2079
1993;Porto - Saragozza;Malpighi;Coniugi con figli e altri membri conviventi;6-10;22;145
1993;Porto - Saragozza;Marconi;Coniugi con figli;5;99;495
1993;Porto - Saragozza;Marconi;Padre con figli;2;86;172
1993;Porto - Saragozza;Saffi;Altre tipologie familiari;3;31;93
1993;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;5;3;15
1993;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;5;2;10
1993;Porto - Saragozza;Saffi;Solo;1;977;977
1993;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;5;10;50
1993;San Donato - San Vitale;San Donato;Coniugi con figli;6-10;46;298
1993;San Donato - San Vitale;San Donato;Padre con figli;3;51;153
1993;San Donato - San Vitale;San Donato;Sola;1;2681;2681
1993;San Donato - San Vitale;San Vitale;Altre tipologie familiari;4;9;36
1993;San Donato - San Vitale;San Vitale;Madre con figli;3;220;660
1993;Santo Stefano;Colli;Madre con figli;2;195;390
1993;Santo Stefano;Galvani;Madre con figli;4;18;72
1993;Santo Stefano;Galvani;Madre con figli;6-10;5;31
1993;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;5;5;25
1993;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;6-10;2;14
1993;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;Oltre 10;1;12
1993;Santo Stefano;Irnerio;Coniugi con altri membri conviventi;5;2;10
1993;Santo Stefano;Irnerio;Coniugi con figli;3;882;2646
1993;Santo Stefano;Irnerio;Madre con figli;6-10;1;7
1993;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;5;9;45
1993;Santo Stefano;Irnerio;Padre con figli e altri membri conviventi;4;12;48
1993;Santo Stefano;Murri;Coniugi con altri membri conviventi;4;12;48
1993;Savena;Mazzini;Altre tipologie familiari;3;49;147
1993;Savena;Mazzini;Padre con figli;4;11;44
1993;Savena;San Ruffillo;Altre tipologie familiari;2;279;558
1993;Savena;San Ruffillo;Madre con figli e altri membri conviventi;3;72;216
1993;Senza fissa dimora;Senza fissa dimora;Solo;1;5;5
1994;Borgo Panigale - Reno;Barca;Altre tipologie familiari;4;6;24
1994;Borgo Panigale - Reno;Barca;Coniugi con figli;5;92;460
1994;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;4;41;164
1994;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;5;9;45
1994;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;6-10;4;27
1994;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;4;13;52
1994;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;2;128;256
1994;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;3;20;60
1994;Borgo Panigale - Reno;Santa Viola;Coniugi;2;1100;2200
1994;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;3;68;204
1994;Borgo Panigale - Reno;Santa Viola;Coniugi con figli e altri membri conviventi;6-10;16;101
1994;Borgo Panigale - Reno;Santa Viola;Madre con figli;5;2;10
1994;Navile;Bolognina;Coniugi con altri membri conviventi;4;17;68
1994;Navile;Bolognina;Madre con figli;6-10;1;6
1994;Navile;Bolognina;Padre con figli e altri membri conviventi;6-10;1;7
1994;Navile;Corticella;Coniugi con figli e altri membri conviventi;5;86;430
1994;Navile;Corticella;Madre con figli e altri membri conviventi;3;38;114
1994;Navile;Corticella;Madre con figli e altri membri conviventi;5;6;30
1994;Navile;Corticella;Padre con figli;3;22;66
1994;Navile;Corticella;Solo;1;778;778
1994;Navile;Lame;Coniugi con altri membri conviventi;4;10;40
1994;Navile;Lame;Coniugi con figli;6-10;22;137
1994;Porto - Saragozza;Saffi;Coniugi con figli;4;623;2492
1994;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;5;3;15
1994;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;6-10;9;61
1994;San Donato - San Vitale;San Donato;Padre con figli;5;3;15
1994;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;5;3;15
1994;San Donato - San Vitale;San Vitale;Coniugi con figli;6-10;40;246
1994;Santo Stefano;Galvani;Madre con figli;4;20;80
1994;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;5;4;20
1994;Santo Stefano;Irnerio;Coniugi con figli;6-10;18;111
1994;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;5;38;190
1994;Santo Stefano;Murri;Sola;1;3422;3422
1994;Savena;Mazzini;Madre con figli;2;1021;2042
1995;Borgo Panigale - Reno;Barca;Altre tipologie familiari;2;251;502
1995;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;6-10;36;233
1995;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;3;83;249
2019;Navile;Bolognina;Coniugi con figli e altri membri conviventi;5;103;515
2019;Navile;Bolognina;Padre con figli e altri membri conviventi;6-10;11;73
2019;Navile;Corticella;Coniugi con altri membri conviventi;5;7;35
2019;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;4;78;312
2019;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;5;13;65
2019;Porto - Saragozza;Marconi;Madre con figli;5;2;10
2019;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;3;80;240
2019;Porto - Saragozza;Saffi;Coniugi con figli e altri membri conviventi;6-10;16;110
2019;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;5;7;35
2019;San Donato - San Vitale;San Donato;Coniugi con figli e altri membri conviventi;4;86;344
2019;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;5;45;225
2019;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;4;7;28
2019;San Donato - San Vitale;San Vitale;Madre con figli;4;45;180
2019;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;5;33;165
2019;Santo Stefano;Colli;Padre con figli e altri membri conviventi;4;31;124
2019;Santo Stefano;Galvani;Coniugi con figli;3;454;1362
2019;Santo Stefano;Irnerio;Coniugi con figli;3;435;1305
2019;Santo Stefano;Murri;Solo;1;3261;3261
2019;Savena;Mazzini;Altre tipologie familiari;4;19;76
2019;Savena;Mazzini;Coniugi con altri membri conviventi;6-10;1;6
2019;Savena;Mazzini;Coniugi con figli;5;232;1160
2019;Savena;Mazzini;Madre con figli;4;38;152
2019;Savena;Mazzini;Madre con figli;5;8;40
2019;Savena;San Ruffillo;Padre con figli e altri membri conviventi;4;77;308
2020;Porto - Saragozza;Costa Saragozza;Coniugi con figli;5;134;670
2020;Porto - Saragozza;Malpighi;Altre tipologie familiari;2;242;484
2020;Porto - Saragozza;Malpighi;Coppia unita civilmente femminile con figli ed eventuali conviventi;4;1;4
2020;Porto - Saragozza;Malpighi;Padre con figli;2;84;168
2020;Porto - Saragozza;Malpighi;Padre con figli;4;1;4
2020;Porto - Saragozza;Marconi;Padre con figli;2;116;232
2024;Santo Stefano;Irnerio;Coniugi;2;733;1466
2024;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;5;14;70
2024;Santo Stefano;Irnerio;Madre con figli;2;376;752
2024;Santo Stefano;Irnerio;Padre con figli;4;5;20
2024;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;4;50;200
2024;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;6-10;32;211
2024;Santo Stefano;Murri;Madre con figli;3;319;957
2024;Santo Stefano;Murri;Madre con figli;4;39;156
2024;Santo Stefano;Murri;Madre con figli e altri membri conviventi;4;101;404
2024;Santo Stefano;Murri;Padre con figli;2;190;380
2024;Savena;Mazzini;Coniugi con figli e altri membri conviventi;4;87;348
2024;Savena;Mazzini;Madre con figli e altri membri conviventi;3;284;852
2024;Savena;San Ruffillo;Coniugi con figli e altri membri conviventi;5;43;215
2024;Savena;San Ruffillo;Coniugi con figli e altri membri conviventi;6-10;48;314
2024;Savena;San Ruffillo;Madre con figli;2;690;1380
2024;Savena;San Ruffillo;Madre con figli;4;33;132
2024;Savena;San Ruffillo;Madre con figli;6-10;2;12
2002;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;6-10;1;6
2002;Porto - Saragozza;Saffi;Altre tipologie familiari;4;4;16
2002;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;3;63;189
2002;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;5;5;25
2002;San Donato - San Vitale;San Donato;Coniugi con figli;3;2019;6057
2002;San Donato - San Vitale;San Donato;Madre con figli;2;1100;2200
2002;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;4;41;164
2002;San Donato - San Vitale;San Donato;Sola;1;3418;3418
2002;San Donato - San Vitale;San Vitale;Altre tipologie familiari;3;51;153
2002;San Donato - San Vitale;San Vitale;Coniugi con figli;4;1038;4152
2002;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;4;39;156
2002;San Donato - San Vitale;San Vitale;Sola;1;4278;4278
2002;San Donato - San Vitale;San Vitale;Solo;1;2815;2815
2002;Santo Stefano;Colli;Coniugi con figli e altri membri conviventi;5;25;125
2002;Santo Stefano;Colli;Padre con figli;3;18;54
2002;Santo Stefano;Colli;Padre con figli e altri membri conviventi;3;15;45
2002;Santo Stefano;Galvani;Altre tipologie familiari;2;312;624
2002;Santo Stefano;Galvani;Altre tipologie familiari;3;19;57
2002;Santo Stefano;Galvani;Madre con figli;2;446;892
2002;Santo Stefano;Galvani;Madre con figli;5;2;10
2002;Santo Stefano;Galvani;Madre con figli;6-10;1;6
2002;Santo Stefano;Galvani;Padre con figli;2;84;168
2002;Santo Stefano;Irnerio;Altre tipologie familiari;2;355;710
2002;Santo Stefano;Irnerio;Madre con figli;4;16;64
2002;Santo Stefano;Murri;Coniugi con figli;6-10;24;145
2002;Santo Stefano;Murri;Padre con figli;5;4;20
2002;Savena;Mazzini;Altre tipologie familiari;3;41;123
2002;Savena;Mazzini;Madre con figli;4;36;144
2002;Savena;Mazzini;Madre con figli e altri membri conviventi;4;45;180
2002;Savena;San Ruffillo;Altre tipologie familiari;2;294;588
2002;Savena;San Ruffillo;Coniugi con altri membri conviventi;3;99;297
2002;Savena;San Ruffillo;Coniugi con altri membri conviventi;5;1;5
2002;Savena;San Ruffillo;Coniugi con figli e altri membri conviventi;6-10;21;131
2002;Savena;San Ruffillo;Madre con figli;5;2;10
2002;Savena;San Ruffillo;Madre con figli e altri membri conviventi;4;42;168
2002;Savena;San Ruffillo;Padre con figli;2;127;254
2002;Savena;San Ruffillo;Padre con figli;4;1;4
2002;Senza fissa dimora;Senza fissa dimora;Madre con figli;2;1;2
2003;Borgo Panigale - Reno;Barca;Altre tipologie familiari;2;299;598
2003;Borgo Panigale - Reno;Barca;Coniugi con figli;5;76;380
2003;Borgo Panigale - Reno;Barca;Sola;1;2035;2035
2003;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli;3;1805;5415
2003;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;5;99;495
2003;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;6-10;35;219
2003;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;3;814;2442
2003;Borgo Panigale - Reno;Santa Viola;Madre con figli;2;382;764
2003;Borgo Panigale - Reno;Santa Viola;Padre con figli e altri membri conviventi;4;17;68
2003;Navile;Bolognina;Coniugi con figli e altri membri conviventi;5;71;355
2003;Navile;Corticella;Coniugi con figli;6-10;19;119
2003;Navile;Lame;Altre tipologie familiari;2;236;472
2003;Navile;Lame;Coniugi con altri membri conviventi;5;1;5
2003;Navile;Lame;Coniugi con figli e altri membri conviventi;4;81;324
2003;Navile;Lame;Coniugi con figli e altri membri conviventi;6-10;24;158
2003;Navile;Lame;Madre con figli;4;23;92
2003;Navile;Lame;Padre con figli;3;23;69
2003;Navile;Lame;Padre con figli e altri membri conviventi;6-10;1;6
2003;Navile;Lame;Solo;1;996;996
2003;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;3;23;69
2003;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;4;9;36
2003;Porto - Saragozza;Costa Saragozza;Coniugi con figli e altri membri conviventi;4;85;340
2003;Porto - Saragozza;Costa Saragozza;Padre con figli e altri membri conviventi;6-10;1;6
2003;Porto - Saragozza;Costa Saragozza;Sola;1;3540;3540
2003;Porto - Saragozza;Malpighi;Coniugi con figli;6-10;16;98
2003;Porto - Saragozza;Malpighi;Madre con figli;3;99;297
2003;Porto - Saragozza;Malpighi;Solo;1;1803;1803
