Sezione censimento (2011);Anno di riferimento;Nome quartiere;Nome zona;Nome area;Numero unità locali;Numero addetti (dipendenti e indipendenti);Numero addetti istituzioni pubbliche;Numero studenti
649;2017;Porto - Saragozza;Marconi;MARCONI-2;47;75;7;
652;2017;Porto - Saragozza;Marconi;MARCONI-2;83;125;;
655;2017;Porto - Saragozza;Marconi;MARCONI-2;2;2;;
685;2017;Porto - Saragozza;Marconi;MARCONI-1;5;103;;
694;2017;Porto - Saragozza;Marconi;MARCONI-1;126;402;;
696;2017;Porto - Saragozza;Marconi;MARCONI-1;71;199;;
697;2017;Porto - Saragozza;Marconi;MARCONI-1;74;362;21;
705;2017;Porto - Saragozza;Saffi;ZANARDI;11;13;;
721;2017;Porto - Saragozza;Saffi;ZANARDI;4;6;;
728;2017;Porto - Saragozza;Saffi;PRATI DI CAPRARA-OSPEDALE MAGGIORE;12;17;;
732;2017;Porto - Saragozza;Saffi;ZANARDI;28;260;;
737;2017;Porto - Saragozza;Saffi;VELODROMO;9;15;53;
738;2017;Porto - Saragozza;Saffi;VELODROMO;23;45;;
741;2017;Porto - Saragozza;Saffi;VELODROMO;13;16;;
748;2017;Porto - Saragozza;Saffi;VELODROMO;11;28;;
761;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;22;55;51;
763;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;2;913;;
772;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;19;38;;
775;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;18;31;;
797;2017;Borgo Panigale - Reno;Barca;BATTINDARNO;5;18;;
800;2017;Borgo Panigale - Reno;Barca;BATTINDARNO;6;4;;
809;2017;Borgo Panigale - Reno;Barca;BATTINDARNO;27;43;;
818;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;21;103;;
824;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;3;;
835;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;4;4;;
837;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;4;4;;
847;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;2;;
866;2017;Borgo Panigale - Reno;Barca;CANALE DI RENO;22;33;;
867;2017;Borgo Panigale - Reno;Barca;CANALE DI RENO;1;1;;
888;2017;Borgo Panigale - Reno;S. Viola;AGUCCHI;53;177;;
893;2017;Borgo Panigale - Reno;S. Viola;AGUCCHI;1;1;;
898;2017;Borgo Panigale - Reno;S. Viola;AGUCCHI;5;5;;
900;2017;Borgo Panigale - Reno;S. Viola;AGUCCHI;2;3;;
915;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;6;12;;
924;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;13;14;;
952;2017;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;11;33;;
964;2017;San Donato - San Vitale;San Donato;FIERA;4;45;;
965;2017;San Donato - San Vitale;San Donato;FIERA;2;55;;
966;2017;San Donato - San Vitale;San Donato;SAN DONNINO;8;15;;
984;2017;San Donato - San Vitale;San Donato;VIA DEL LAVORO;13;18;;
990;2017;San Donato - San Vitale;San Donato;VIA DEL LAVORO;19;19;12;
992;2017;San Donato - San Vitale;San Donato;VIA DEL LAVORO;4;17;26;
1010;2017;San Donato - San Vitale;San Donato;VIA DEL LAVORO;12;21;;
1016;2017;San Donato - San Vitale;San Donato;MICHELINO;14;18;;
1017;2017;San Donato - San Vitale;San Donato;MICHELINO;9;31;;
1029;2017;San Donato - San Vitale;San Donato;VIA MONDO;19;26;;
1041;2017;San Donato - San Vitale;San Donato;VIA MONDO;57;109;;
1044;2017;San Donato - San Vitale;San Donato;VIA MONDO;8;23;;
1050;2017;San Donato - San Vitale;San Donato;VIA MONDO;2;33;;
1055;2017;San Donato - San Vitale;San Donato;VIA MONDO;30;52;;
1068;2017;San Donato - San Vitale;San Donato;VIA MONDO;15;27;;
1072;2017;San Donato - San Vitale;San Donato;VIA MONDO;2;6;;
1083;2017;San Donato - San Vitale;San Donato;SAN DONNINO;2;2;;
1085;2017;San Donato - San Vitale;San Donato;PILASTRO;3;25;;
1087;2017;San Donato - San Vitale;San Donato;PILASTRO;1;1;;
1090;2017;San Donato - San Vitale;San Donato;PILASTRO;8;8;11;
1092;2017;San Donato - San Vitale;San Donato;PILASTRO;39;91;4;
1113;2017;San Donato - San Vitale;San Donato;CAAB;8;19;;
1116;2017;San Donato - San Vitale;San Donato;CAAB;2;2;;
1136;2017;Santo Stefano;Colli;OSSERVANZA;62;96;42;
1141;2017;Santo Stefano;Colli;PADERNO;2;2;;
1145;2017;Santo Stefano;Colli;OSSERVANZA;30;37;;
1149;2017;Santo Stefano;Colli;PADERNO;2;2;;
1152;2017;Santo Stefano;Colli;OSSERVANZA;14;16;;
1153;2017;Santo Stefano;Colli;OSSERVANZA;5;5;;
1165;2017;Santo Stefano;Colli;SAN MICHELE IN BOSCO;58;89;;
1181;2017;Santo Stefano;Colli;PADERNO;10;10;;
1190;2017;Santo Stefano;Colli;PADERNO;6;6;3;
1218;2017;Santo Stefano;Galvani;GALVANI-1;157;432;71;
1238;2017;Santo Stefano;Galvani;GALVANI-2;36;50;;
1263;2017;Santo Stefano;Galvani;GALVANI-2;66;135;52;
1267;2017;Santo Stefano;Galvani;GALVANI-2;19;23;;
1268;2017;Santo Stefano;Galvani;GALVANI-2;139;268;208;
1269;2017;Santo Stefano;Galvani;GALVANI-2;72;142;;
1303;2017;Santo Stefano;Murri;MEZZOFANTI;63;89;;
1316;2017;Santo Stefano;Murri;DAGNINI;18;28;;
1317;2017;Santo Stefano;Murri;MEZZOFANTI;72;129;;
1319;2017;Santo Stefano;Murri;MEZZOFANTI;45;86;;
1329;2017;Santo Stefano;Murri;DAGNINI;10;11;;
1355;2017;Santo Stefano;Murri;DAGNINI;11;13;;
1360;2017;Santo Stefano;Murri;MEZZOFANTI;12;14;;
1364;2017;Santo Stefano;Murri;DAGNINI;17;27;;
1369;2017;Santo Stefano;Murri;DAGNINI;8;14;;
1374;2017;Santo Stefano;Murri;DAGNINI;15;16;;
1377;2017;Santo Stefano;Murri;GIARDINI MARGHERITA;2;25;17;
1383;2017;Santo Stefano;Murri;SIEPELUNGA;21;20;;
1386;2017;Santo Stefano;Murri;SIEPELUNGA;22;29;;
1388;2017;Santo Stefano;Murri;SIEPELUNGA;13;13;;
1399;2017;Santo Stefano;Murri;SIEPELUNGA;1;1;;
1431;2017;Santo Stefano;Murri;CHIESANUOVA;7;7;;
1446;2017;Santo Stefano;Murri;CHIESANUOVA;25;61;;
1457;2017;Santo Stefano;Irnerio;IRNERIO-2;1;2;;
1475;2017;Santo Stefano;Irnerio;IRNERIO-2;16;36;;
1476;2017;Santo Stefano;Irnerio;IRNERIO-2;43;101;;
1478;2017;Santo Stefano;Irnerio;IRNERIO-2;8;18;;
1479;2017;Santo Stefano;Irnerio;IRNERIO-2;16;21;;
1482;2017;Santo Stefano;Irnerio;IRNERIO-2;26;57;;
1501;2017;Santo Stefano;Irnerio;IRNERIO-2;19;42;;
1516;2017;Santo Stefano;Irnerio;IRNERIO-1;17;117;27;
1517;2017;Santo Stefano;Irnerio;IRNERIO-1;1;1;;
1522;2017;Santo Stefano;Irnerio;IRNERIO-1;105;312;7;
1530;2017;Santo Stefano;Irnerio;IRNERIO-2;9;9;;
1566;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;16;196;;
1599;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;1;1;;
1601;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;15;33;;
1619;2017;San Donato - San Vitale;S. Vitale;MENGOLI;3;6;;
1621;2017;San Donato - San Vitale;S. Vitale;MENGOLI;15;60;;
1626;2017;San Donato - San Vitale;S. Vitale;MENGOLI;12;30;;
1627;2017;San Donato - San Vitale;S. Vitale;MENGOLI;28;47;;
1635;2017;San Donato - San Vitale;S. Vitale;MENGOLI;15;14;;
1636;2017;San Donato - San Vitale;S. Vitale;MENGOLI;16;30;;
1646;2017;San Donato - San Vitale;S. Vitale;MENGOLI;9;21;27;
1650;2017;San Donato - San Vitale;S. Vitale;MENGOLI;15;16;;
1660;2017;San Donato - San Vitale;S. Vitale;MENGOLI;22;31;0;
1674;2017;San Donato - San Vitale;S. Vitale;ROVERI;8;25;;
1691;2017;San Donato - San Vitale;S. Vitale;ROVERI;30;382;178;
1692;2017;San Donato - San Vitale;S. Vitale;ROVERI;79;311;0;
1710;2017;San Donato - San Vitale;S. Vitale;ROVERI;7;113;;
1734;2017;San Donato - San Vitale;S. Vitale;ROVERI;30;192;;
1752;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;4;9;66;
1757;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;9;11;;
1758;2017;San Donato - San Vitale;S. Vitale;STRADELLI GUELFI;11;11;;
1798;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;11;36;;
1802;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;1;1;;
1816;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;18;22;;
1834;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;9;12;;
1845;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;34;39;;
1847;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;10;14;;
1850;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;20;30;;
1860;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;23;25;3;
1881;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;17;25;;
1888;2017;Porto - Saragozza;Costa Saragozza;RAVONE;1;2;;
1905;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;36;97;;
1913;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;3;16;;
1920;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;2;2;;
1921;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;2;2;;
1926;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;4;4;;
1935;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;46;87;;
1936;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;44;58;21;
1944;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;32;83;116;
1958;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;6;8;;
1964;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;46;97;;
1976;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;30;216;140;
1987;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;3;7;101;
2007;2017;Savena;Mazzini;FOSSOLO;39;836;;
2010;2017;Savena;Mazzini;FOSSOLO;16;19;;
2012;2017;Savena;Mazzini;FOSSOLO;20;29;;
2032;2017;Savena;Mazzini;FOSSOLO;28;93;;
2037;2017;Savena;Mazzini;FOSSOLO;25;41;;
2059;2017;Savena;Mazzini;PONTEVECCHIO;46;95;;
2071;2017;Savena;Mazzini;BITONE;19;30;;
2073;2017;Savena;Mazzini;BITONE;11;12;;
2095;2017;Savena;Mazzini;BITONE;11;27;;
2105;2017;Savena;Mazzini;BITONE;11;13;;
2108;2017;Savena;Mazzini;BITONE;5;6;;
2109;2017;Savena;Mazzini;BITONE;2;2;;
2111;2017;Savena;Mazzini;BITONE;1;1;;
2112;2017;Savena;Mazzini;BITONE;8;10;;
2130;2017;Savena;Mazzini;VIA ARNO;5;19;;
2155;2017;Savena;Mazzini;VIA ARNO;10;119;323;
2172;2017;Savena;S. Ruffillo;MONTE DONATO;35;45;;
2174;2017;Savena;S. Ruffillo;VIA TOSCANA;1;1;;
2180;2017;Savena;S. Ruffillo;MONTE DONATO;5;5;;
2183;2017;Savena;S. Ruffillo;VIA TOSCANA;3;3;;
2186;2017;Savena;S. Ruffillo;VIA TOSCANA;1;1;;
2193;2017;Savena;S. Ruffillo;VIA TOSCANA;2;2;;
2195;2017;Savena;S. Ruffillo;VIA TOSCANA;13;14;;
2198;2017;Savena;S. Ruffillo;VIA TOSCANA;2;2;;
2202;2017;Savena;S. Ruffillo;VIA TOSCANA;4;7;;
2210;2017;Savena;S. Ruffillo;VIA TOSCANA;12;14;;
2214;2017;Savena;S. Ruffillo;VIA TOSCANA;10;18;;
2219;2017;Savena;S. Ruffillo;VIA TOSCANA;5;9;;
2221;2017;Savena;S. Ruffillo;CORELLI;4;5;;
2229;2017;Savena;S. Ruffillo;VIA TOSCANA;6;8;;
2242;2017;Savena;S. Ruffillo;CORELLI;4;4;;
2248;2017;Savena;S. Ruffillo;VIA TOSCANA;4;6;;
2273;2017;Savena;S. Ruffillo;CORELLI;3;5;73;
2274;2017;Savena;S. Ruffillo;CORELLI;3;4;;
2297;2017;Savena;S. Ruffillo;VIA TOSCANA;4;11;;
2299;2017;Savena;S. Ruffillo;VIA TOSCANA;20;19;;
2320;2017;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;16;98;;
2323;2017;Navile;Corticella;CROCE COPERTA;11;19;;
11;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;1;1;;
15;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;3;4;;
24;2018;Borgo Panigale - Reno;Borgo Panigale;BARGELLINO;4;527;;
31;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;5;25;;
60;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;13;22;;
63;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;3;8;;
74;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;2;5;;
89;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;1;1;;
105;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;7;10;;
108;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;14;25;;
113;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;14;23;;
132;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;1;;
144;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;10;19;;
154;2018;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;45;98;;
169;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;22;24;;
174;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;29;73;;
201;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;172;;
248;2018;Navile;Bolognina;ARCOVEGGIO;13;14;;
266;2018;Navile;Bolognina;ARCOVEGGIO;5;5;;
277;2018;Navile;Bolognina;PIAZZA DELL'UNITA';12;39;;
279;2018;Navile;Bolognina;PIAZZA DELL'UNITA';10;14;;
286;2018;Navile;Bolognina;PIAZZA DELL'UNITA';3;3;;
325;2018;Navile;Bolognina;VIA FERRARESE;50;68;;
326;2018;Navile;Bolognina;VIA FERRARESE;29;41;;
328;2018;Navile;Bolognina;VIA FERRARESE;9;14;;
345;2018;Navile;Bolognina;PIAZZA DELL'UNITA';14;177;;
360;2018;Navile;Bolognina;PIAZZA DELL'UNITA';31;66;;
396;2018;Navile;Corticella;SAN SAVINO;9;12;;
415;2018;Navile;Corticella;SAN SAVINO;28;50;;
418;2018;Navile;Corticella;SAVENA ABBANDONATO;1;24;;
426;2018;Navile;Corticella;SAVENA ABBANDONATO;1;5;;
429;2018;Navile;Corticella;SAVENA ABBANDONATO;2;3;;
431;2018;Navile;Corticella;SAVENA ABBANDONATO;17;42;;
446;2018;Navile;Corticella;CROCE COPERTA;10;81;;
461;2018;Navile;Corticella;CROCE COPERTA;23;629;;
464;2018;Navile;Corticella;CROCE COPERTA;5;5;;
467;2018;Navile;Corticella;CROCE COPERTA;17;29;;
478;2018;Navile;Corticella;MULINO DEL GOMITO;26;263;;
487;2018;Navile;Corticella;LA DOZZA;2;11;;
488;2018;Navile;Corticella;SAVENA ABBANDONATO;1;30;;
501;2018;Navile;Lame;LA NOCE;34;60;;
530;2018;Navile;Lame;TIRO A SEGNO;3;4;;
541;2018;Navile;Lame;TIRO A SEGNO;1;1;;
545;2018;Navile;Lame;PESCAROLA;12;13;;
574;2018;Navile;Lame;BEVERARA;3;4;;
579;2018;Navile;Lame;LAZZARETTO;23;42;;
589;2018;Navile;Lame;BEVERARA;22;39;;
613;2018;Porto - Saragozza;Marconi;MARCONI-2;15;216;;
617;2018;Porto - Saragozza;Marconi;MARCONI-2;17;187;;
618;2018;Porto - Saragozza;Marconi;MARCONI-2;28;55;;
629;2018;Porto - Saragozza;Marconi;MARCONI-2;10;15;;
663;2018;Porto - Saragozza;Marconi;MARCONI-2;28;49;;
664;2018;Porto - Saragozza;Marconi;MARCONI-2;138;338;;
672;2018;Porto - Saragozza;Marconi;MARCONI-2;26;39;;
674;2018;Porto - Saragozza;Marconi;MARCONI-2;63;121;;
693;2018;Porto - Saragozza;Marconi;MARCONI-1;42;79;;
696;2018;Porto - Saragozza;Marconi;MARCONI-1;81;203;;
702;2018;Porto - Saragozza;Saffi;SCALO RAVONE;6;39;;
703;2018;Porto - Saragozza;Saffi;ZANARDI;16;860;;
755;2018;Porto - Saragozza;Saffi;VELODROMO;4;4;;
776;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;18;22;;
879;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;17;19;;
885;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;2;4;;
888;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;57;308;;
900;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;1;2;;
903;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;33;57;;
917;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;29;32;;
918;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;32;66;;
957;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;3;4;;
1006;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;22;50;;
1007;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;7;10;;
1012;2018;San Donato - San Vitale;San Donato;MICHELINO;1;5;;
1017;2018;San Donato - San Vitale;San Donato;MICHELINO;8;33;;
1030;2018;San Donato - San Vitale;San Donato;VIA MONDO;2;2;;
1070;2018;San Donato - San Vitale;San Donato;VIA MONDO;26;49;;
1144;2018;Santo Stefano;Colli;OSSERVANZA;24;47;;
1146;2018;Santo Stefano;Colli;OSSERVANZA;4;4;;
1155;2018;Santo Stefano;Colli;OSSERVANZA;37;44;;
1173;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;3;3;;
1177;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;3;5;;
1193;2018;Santo Stefano;Colli;PADERNO;6;8;;
1206;2018;Santo Stefano;Colli;PADERNO;5;5;;
1256;2018;Santo Stefano;Galvani;GALVANI-2;72;193;;
1259;2018;Santo Stefano;Galvani;GALVANI-2;12;14;;
1271;2018;Santo Stefano;Galvani;GALVANI-2;22;29;;
1272;2018;Santo Stefano;Galvani;GALVANI-2;61;111;;
1328;2018;Santo Stefano;Murri;DAGNINI;1;2;;
1397;2018;Santo Stefano;Murri;SIEPELUNGA;13;11;;
1462;2018;Santo Stefano;Irnerio;IRNERIO-2;22;30;;
1486;2018;Santo Stefano;Irnerio;IRNERIO-1;66;283;;
1498;2018;Santo Stefano;Irnerio;IRNERIO-2;13;37;;
1501;2018;Santo Stefano;Irnerio;IRNERIO-2;18;32;;
1506;2018;Santo Stefano;Irnerio;IRNERIO-1;49;138;;
1514;2018;Santo Stefano;Irnerio;IRNERIO-1;7;22;;
1525;2018;Santo Stefano;Irnerio;IRNERIO-1;55;176;;
1547;2018;Santo Stefano;Irnerio;IRNERIO-2;43;109;;
1595;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;6;23;;
1616;2018;San Donato - San Vitale;S. Vitale;MENGOLI;21;43;;
1653;2018;San Donato - San Vitale;S. Vitale;MENGOLI;41;136;;
1680;2018;San Donato - San Vitale;S. Vitale;SCANDELLARA;3;8;;
1859;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;27;35;;
1862;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;1;1;;
1863;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;6;6;;
1892;2018;Porto - Saragozza;Costa Saragozza;RAVONE;1;1;;
1902;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;52;70;;
1905;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;38;110;;
1934;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;37;59;;
1994;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;13;13;;
1995;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;10;10;;
2015;2018;Savena;Mazzini;FOSSOLO;24;28;;
2019;2018;Savena;Mazzini;DUE MADONNE;1;9;;
2024;2018;Savena;Mazzini;PONTEVECCHIO;1;3;;
2030;2018;Savena;Mazzini;BITONE;30;37;;
2032;2018;Savena;Mazzini;FOSSOLO;26;74;;
2034;2018;Savena;Mazzini;FOSSOLO;5;7;;
2103;2018;Savena;Mazzini;BITONE;12;22;;
2104;2018;Savena;Mazzini;BITONE;7;7;;
2111;2018;Savena;Mazzini;BITONE;1;1;;
2152;2018;Savena;Mazzini;VIA ARNO;4;4;;
2158;2018;Savena;Mazzini;OSPEDALE BELLARIA;1;1;;
2162;2018;Savena;S. Ruffillo;VIA TOSCANA;3;3;;
2184;2018;Savena;S. Ruffillo;VIA TOSCANA;6;7;;
2188;2018;Savena;S. Ruffillo;VIA TOSCANA;2;2;;
2189;2018;Savena;S. Ruffillo;VIA TOSCANA;4;4;;
2237;2018;Savena;S. Ruffillo;VIA TOSCANA;5;7;;
2271;2018;Savena;S. Ruffillo;CORELLI;8;10;;
2280;2018;Savena;S. Ruffillo;CORELLI;3;2;;
2284;2018;Savena;S. Ruffillo;CORELLI;1;1;;
2290;2018;Savena;S. Ruffillo;MONTE DONATO;3;5;;
2318;2018;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;8;9;;
45;2019;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;3;48;;
50;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;11;95;;
79;2019;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;27;39;;
93;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;1;2;;
96;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;2;2;;
100;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;10;11;;60
103;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;17;57;;
2177;2018;Savena;S. Ruffillo;VIA TOSCANA;7;7;;
2181;2018;Savena;S. Ruffillo;VIA TOSCANA;4;4;;
2216;2018;Savena;S. Ruffillo;CORELLI;24;36;;
2251;2018;Savena;S. Ruffillo;CORELLI;2;2;;
2256;2018;Savena;S. Ruffillo;CORELLI;14;13;;
2260;2018;Savena;S. Ruffillo;CORELLI;1;1;;
2300;2018;Savena;S. Ruffillo;VIA TOSCANA;11;11;;
2313;2018;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;9;19;;
30;2017;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;3;2;;
102;2017;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;5;24;;
117;2017;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;12;18;;
157;2017;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;1;20;;
192;2017;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;1;;
211;2017;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;12;38;;
242;2017;Navile;Bolognina;ARCOVEGGIO;16;19;;
248;2017;Navile;Bolognina;ARCOVEGGIO;15;19;13;
338;2017;Navile;Bolognina;VIA FERRARESE;8;12;;
345;2017;Navile;Bolognina;PIAZZA DELL'UNITA';11;133;;
368;2017;Navile;Bolognina;PIAZZA DELL'UNITA';2;10;;
376;2017;Navile;Corticella;SAN SAVINO;21;80;;
392;2017;Navile;Corticella;SAN SAVINO;5;11;;
402;2017;Navile;Corticella;SAN SAVINO;22;48;;
414;2017;Navile;Corticella;SAN SAVINO;10;26;6;
424;2017;Navile;Corticella;SAVENA ABBANDONATO;2;2;;
425;2017;Navile;Corticella;SAVENA ABBANDONATO;8;17;;
439;2017;Navile;Corticella;CROCE COPERTA;12;23;;
442;2017;Navile;Corticella;CROCE COPERTA;24;31;16;
470;2017;Navile;Corticella;CROCE COPERTA;11;30;;
472;2017;Navile;Corticella;CROCE COPERTA;99;576;;
474;2017;Navile;Corticella;MULINO DEL GOMITO;24;65;;
513;2017;Navile;Lame;LAGHETTI DEL ROSARIO;1;9;;
563;2017;Navile;Lame;BEVERARA;32;59;;
569;2017;Navile;Lame;BEVERARA;10;15;105;
587;2017;Navile;Lame;LAZZARETTO;17;67;;
594;2017;Navile;Lame;BEVERARA;36;295;;
630;2017;Porto - Saragozza;Marconi;MARCONI-2;61;130;;
668;2017;Porto - Saragozza;Marconi;MARCONI-2;54;96;3;
675;2017;Porto - Saragozza;Marconi;MARCONI-2;35;89;25;
687;2017;Porto - Saragozza;Marconi;MARCONI-1;5;13;;
689;2017;Porto - Saragozza;Marconi;MARCONI-1;1;25;;
695;2017;Porto - Saragozza;Marconi;MARCONI-1;31;85;;
700;2017;Porto - Saragozza;Saffi;PRATI DI CAPRARA-OSPEDALE MAGGIORE;4;142;2817;
740;2017;Porto - Saragozza;Saffi;VELODROMO;7;7;;
749;2017;Porto - Saragozza;Saffi;VELODROMO;9;9;;
778;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;13;15;;
784;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;11;61;;
793;2017;Borgo Panigale - Reno;Barca;BATTINDARNO;9;94;61;
802;2017;Borgo Panigale - Reno;Barca;BATTINDARNO;5;6;70;
814;2017;Borgo Panigale - Reno;Barca;BATTINDARNO;17;29;;
869;2017;Borgo Panigale - Reno;Barca;CANALE DI RENO;15;19;;
874;2017;Borgo Panigale - Reno;Barca;CANALE DI RENO;10;41;;
881;2017;Borgo Panigale - Reno;Barca;CANALE DI RENO;13;897;;
929;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;4;5;;
930;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;23;40;;
934;2017;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;2;1;;
1079;2017;San Donato - San Vitale;San Donato;SAN DONNINO;8;9;;
1091;2017;San Donato - San Vitale;San Donato;PILASTRO;4;4;;
1130;2017;San Donato - San Vitale;San Donato;CAAB;1;5;38;
1134;2017;Santo Stefano;Colli;PADERNO;4;5;;
1222;2017;Santo Stefano;Galvani;GALVANI-1;145;326;;
1228;2017;Santo Stefano;Galvani;GALVANI-1;40;110;;
1243;2017;Santo Stefano;Galvani;GALVANI-2;15;26;0;
1254;2017;Santo Stefano;Galvani;GALVANI-2;34;118;;
1258;2017;Santo Stefano;Galvani;GALVANI-2;17;26;;
1280;2017;Santo Stefano;Galvani;GALVANI-2;33;43;;
1282;2017;Santo Stefano;Galvani;GALVANI-2;16;24;;
1304;2017;Santo Stefano;Murri;MEZZOFANTI;31;45;;
1320;2017;Santo Stefano;Murri;MEZZOFANTI;11;14;;
1327;2017;Santo Stefano;Murri;DAGNINI;5;5;;
1379;2017;Santo Stefano;Murri;SIEPELUNGA;15;18;;
1380;2017;Santo Stefano;Murri;GIARDINI MARGHERITA;3;18;;
