﻿Anno;Codice Area Statistica;Area Statistica;Quartiere;Zona;Sesso;Età grandi;Età;Cittadinanza;Residenti;Zona di prossimità
2022;79;Fossolo;Savena;Mazzini;Maschi;15-24;15-29;Italiana;344;FOSSOLO - DUE MADONNE
2022;79;Fossolo;Savena;Mazzini;Maschi;55-64;45-64;Italiana;535;FOSSOLO - DUE MADONNE
2022;79;Fossolo;Savena;Mazzini;Maschi;65 e oltre;65 e oltre;Straniera;15;FOSSOLO - DUE MADONNE
2022;80;Due Madonne;Savena;Mazzini;Femmine;45-54;45-64;Italiana;209;FOSSOLO - DUE MADONNE
2022;81;Lungo Savena;Savena;Mazzini;Femmine;15-24;15-29;Straniera;2;FOSSOLO - DUE MADONNE
2022;81;Lungo Savena;Savena;Mazzini;Maschi;02 e prima;00-14;Straniera;1;FOSSOLO - DUE MADONNE
2022;81;Lungo Savena;Savena;Mazzini;Maschi;25-34;30-44;Italiana;5;FOSSOLO - DUE MADONNE
2022;82;Pontevecchio;Savena;Mazzini;Femmine;35-44;30-44;Italiana;316;PONTEVECCHIO - MAZZINI
2022;82;Pontevecchio;Savena;Mazzini;Femmine;55-64;45-64;Straniera;60;PONTEVECCHIO - MAZZINI
2022;82;Pontevecchio;Savena;Mazzini;Maschi;35-44;30-44;Straniera;166;PONTEVECCHIO - MAZZINI
2022;82;Pontevecchio;Savena;Mazzini;Maschi;55-64;45-64;Italiana;281;PONTEVECCHIO - MAZZINI
2022;83;Bitone;Savena;Mazzini;Femmine;03-05;00-14;Straniera;45;PONTEVECCHIO - MAZZINI
2022;84;Cavedone;Savena;Mazzini;Femmine;25-34;30-44;Italiana;56;PONTEVECCHIO - MAZZINI
2022;84;Cavedone;Savena;Mazzini;Femmine;45-54;45-64;Italiana;198;PONTEVECCHIO - MAZZINI
2022;84;Cavedone;Savena;Mazzini;Maschi;25-34;15-29;Straniera;17;PONTEVECCHIO - MAZZINI
2022;85;Via Arno;Savena;Mazzini;Femmine;35-44;30-44;Straniera;87;PONTEVECCHIO - MAZZINI
2022;85;Via Arno;Savena;Mazzini;Maschi;02 e prima;00-14;Italiana;80;PONTEVECCHIO - MAZZINI
2022;86;Ospedale Bellaria;Savena;Mazzini;Femmine;15-24;15-29;Italiana;2;LUNGO SAVENA
2022;86;Ospedale Bellaria;Savena;Mazzini;Maschi;35-44;30-44;Italiana;2;LUNGO SAVENA
2022;87;Monte Donato;Savena;San Ruffillo;Maschi;03-05;00-14;Straniera;2;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2022;87;Monte Donato;Savena;San Ruffillo;Maschi;45-54;45-64;Straniera;4;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2022;88;Via Toscana;Savena;San Ruffillo;Maschi;25-34;15-29;Straniera;49;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2022;89;Corelli;Savena;San Ruffillo;Femmine;15-24;15-29;Straniera;60;LUNGO SAVENA
2022;89;Corelli;Savena;San Ruffillo;Maschi;25-34;15-29;Straniera;39;LUNGO SAVENA
2022;90;Ponte Savena-La Bastia;Savena;San Ruffillo;Maschi;25-34;30-44;Straniera;6;LUNGO SAVENA
2022;90;Ponte Savena-La Bastia;Savena;San Ruffillo;Maschi;45-54;45-64;Italiana;76;LUNGO SAVENA
2022;99;non indicata;Senza fissa dimora;Senza fissa dimora;Femmine;25-34;15-29;Straniera;2;
2023;03;Bargellino;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;15-29;Italiana;1;BIRRA - BARGELLINO - LAVINO
2023;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;Femmine;06-14;00-14;Italiana;10;BIRRA - BARGELLINO - LAVINO
2023;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;15-29;Straniera;5;BIRRA - BARGELLINO - LAVINO
2023;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Femmine;03-05;00-14;Straniera;6;BIRRA - BARGELLINO - LAVINO
2023;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Femmine;25-34;15-29;Straniera;11;BIRRA - BARGELLINO - LAVINO
2023;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Maschi;15-24;15-29;Straniera;17;BIRRA - BARGELLINO - LAVINO
2023;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;30-44;Italiana;49;BIRRA - BARGELLINO - LAVINO
2023;06;Lungo Reno;Borgo Panigale - Reno;Borgo Panigale;Femmine;55-64;45-64;Italiana;1;BIRRA - BARGELLINO - LAVINO
2023;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Femmine;02 e prima;00-14;Italiana;29;BORGO PANIGALE
2023;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Femmine;06-14;00-14;Italiana;145;CASTELDEBOLE - PONTELUNGO
2023;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Femmine;45-54;45-64;Italiana;336;CASTELDEBOLE - PONTELUNGO
2023;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Femmine;55-64;45-64;Straniera;68;CASTELDEBOLE - PONTELUNGO
2023;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Maschi;55-64;45-64;Italiana;288;CASTELDEBOLE - PONTELUNGO
2023;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Femmine;65 e oltre;65 e oltre;Straniera;10;BORGO PANIGALE
2023;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Maschi;45-54;45-64;Italiana;76;BORGO PANIGALE
2023;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Maschi;45-54;45-64;Straniera;6;BORGO PANIGALE
2023;11;Casteldebole;Borgo Panigale - Reno;Borgo Panigale;Femmine;35-44;30-44;Straniera;84;CASTELDEBOLE - PONTELUNGO
2023;11;Casteldebole;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;30-44;Straniera;31;CASTELDEBOLE - PONTELUNGO
2023;12;Caserme Rosse-Manifattura;Navile;Bolognina;Femmine;25-34;15-29;Italiana;33;CORTICELLA - DOZZA
2023;12;Caserme Rosse-Manifattura;Navile;Bolognina;Femmine;45-54;45-64;Italiana;132;CORTICELLA - DOZZA
2023;14;Arcoveggio;Navile;Bolognina;Femmine;55-64;45-64;Italiana;620;BOLOGNINA
2023;14;Arcoveggio;Navile;Bolognina;Maschi;02 e prima;00-14;Italiana;81;BOLOGNINA
2023;15;Via Ferrarese;Navile;Bolognina;Femmine;06-14;00-14;Italiana;228;BOLOGNINA
2023;15;Via Ferrarese;Navile;Bolognina;Femmine;35-44;30-44;Italiana;641;BOLOGNINA
2023;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;Femmine;02 e prima;00-14;Italiana;26;BOLOGNINA
2023;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;Maschi;65 e oltre;65 e oltre;Straniera;1;BOLOGNINA
2023;17;Piazza dell'Unita';Navile;Bolognina;Maschi;25-34;15-29;Straniera;117;BOLOGNINA
2023;17;Piazza dell'Unita';Navile;Bolognina;Maschi;35-44;30-44;Straniera;239;BOLOGNINA
2023;18;San Savino;Navile;Corticella;Femmine;06-14;00-14;Straniera;83;CORTICELLA - DOZZA
2023;18;San Savino;Navile;Corticella;Maschi;06-14;00-14;Italiana;275;CORTICELLA - DOZZA
2023;18;San Savino;Navile;Corticella;Maschi;45-54;45-64;Italiana;594;CORTICELLA - DOZZA
2023;19;Savena Abbandonato;Navile;Corticella;Femmine;06-14;00-14;Italiana;30;CORTICELLA - DOZZA
2023;19;Savena Abbandonato;Navile;Corticella;Maschi;25-34;15-29;Italiana;24;CORTICELLA - DOZZA
2023;25;Tiro A Segno;Navile;Lame;Maschi;35-44;30-44;Straniera;3;BERTALIA - NOCE
2023;26;Pescarola;Navile;Lame;Femmine;25-34;30-44;Straniera;31;BERTALIA - NOCE
2023;29;Marconi-2;Porto - Saragozza;Marconi;Femmine;35-44;30-44;Italiana;833;MARCONI
2023;29;Marconi-2;Porto - Saragozza;Marconi;Femmine;55-64;45-64;Straniera;130;MARCONI
2023;29;Marconi-2;Porto - Saragozza;Marconi;Maschi;35-44;30-44;Straniera;158;MARCONI
2022;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;Femmine;35-44;30-44;Straniera;16;BIRRA - BARGELLINO - LAVINO
2022;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;Femmine;55-64;45-64;Straniera;4;BIRRA - BARGELLINO - LAVINO
2022;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;Maschi;02 e prima;00-14;Italiana;11;BIRRA - BARGELLINO - LAVINO
2022;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;Maschi;02 e prima;00-14;Straniera;1;BIRRA - BARGELLINO - LAVINO
2022;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;Maschi;55-64;45-64;Italiana;57;BIRRA - BARGELLINO - LAVINO
2022;03;Bargellino;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;30-44;Italiana;2;BIRRA - BARGELLINO - LAVINO
2022;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;Femmine;15-24;15-29;Straniera;3;BIRRA - BARGELLINO - LAVINO
2022;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;15-29;Italiana;13;BIRRA - BARGELLINO - LAVINO
2022;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;Maschi;55-64;45-64;Italiana;34;BIRRA - BARGELLINO - LAVINO
2022;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;Maschi;55-64;45-64;Straniera;1;BIRRA - BARGELLINO - LAVINO
2022;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Femmine;03-05;00-14;Straniera;5;BIRRA - BARGELLINO - LAVINO
2022;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Femmine;06-14;00-14;Italiana;44;BIRRA - BARGELLINO - LAVINO
2022;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Femmine;35-44;30-44;Straniera;45;BIRRA - BARGELLINO - LAVINO
2022;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Maschi;06-14;00-14;Italiana;52;BIRRA - BARGELLINO - LAVINO
2022;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Maschi;06-14;00-14;Straniera;16;BIRRA - BARGELLINO - LAVINO
2022;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Maschi;35-44;30-44;Straniera;32;BIRRA - BARGELLINO - LAVINO
2022;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Maschi;45-54;45-64;Straniera;22;BIRRA - BARGELLINO - LAVINO
2022;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Femmine;03-05;00-14;Straniera;9;BORGO PANIGALE
2022;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Femmine;35-44;30-44;Italiana;127;BORGO PANIGALE
2022;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Femmine;65 e oltre;65 e oltre;Italiana;594;BORGO PANIGALE
2022;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Maschi;03-05;00-14;Italiana;21;BORGO PANIGALE
2022;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Maschi;03-05;00-14;Straniera;6;BORGO PANIGALE
2022;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Maschi;06-14;00-14;Straniera;24;BORGO PANIGALE
2022;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Maschi;55-64;45-64;Straniera;11;BORGO PANIGALE
2022;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Maschi;65 e oltre;65 e oltre;Straniera;3;BORGO PANIGALE
2022;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;Femmine;45-54;45-64;Straniera;142;BORGO PANIGALE
2022;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;Femmine;55-64;45-64;Italiana;464;BORGO PANIGALE
2022;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;Femmine;65 e oltre;65 e oltre;Italiana;1000;BORGO PANIGALE
2022;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;Maschi;06-14;00-14;Straniera;73;BORGO PANIGALE
2022;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;Maschi;35-44;30-44;Italiana;380;BORGO PANIGALE
2022;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;Maschi;55-64;45-64;Straniera;51;BORGO PANIGALE
2022;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Femmine;02 e prima;00-14;Straniera;17;CASTELDEBOLE - PONTELUNGO
2022;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Femmine;55-64;45-64;Italiana;314;CASTELDEBOLE - PONTELUNGO
2022;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;15-29;Straniera;50;CASTELDEBOLE - PONTELUNGO
2022;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;30-44;Italiana;127;CASTELDEBOLE - PONTELUNGO
2022;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;Maschi;35-44;30-44;Straniera;109;CASTELDEBOLE - PONTELUNGO
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Femmine;02 e prima;00-14;Italiana;13;BORGO PANIGALE
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Femmine;06-14;00-14;Straniera;7;BORGO PANIGALE
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Femmine;25-34;30-44;Italiana;18;BORGO PANIGALE
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Femmine;35-44;30-44;Italiana;66;BORGO PANIGALE
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Maschi;06-14;00-14;Italiana;50;BORGO PANIGALE
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Maschi;15-24;15-29;Italiana;69;BORGO PANIGALE
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Maschi;45-54;45-64;Straniera;10;BORGO PANIGALE
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Maschi;65 e oltre;65 e oltre;Italiana;132;BORGO PANIGALE
2022;11;Casteldebole;Borgo Panigale - Reno;Borgo Panigale;Femmine;45-54;45-64;Italiana;372;CASTELDEBOLE - PONTELUNGO
2022;11;Casteldebole;Borgo Panigale - Reno;Borgo Panigale;Femmine;45-54;45-64;Straniera;44;CASTELDEBOLE - PONTELUNGO
2022;11;Casteldebole;Borgo Panigale - Reno;Borgo Panigale;Femmine;55-64;45-64;Straniera;33;CASTELDEBOLE - PONTELUNGO
2022;12;Caserme Rosse-Manifattura;Navile;Bolognina;Femmine;25-34;15-29;Straniera;11;CORTICELLA - DOZZA
2022;12;Caserme Rosse-Manifattura;Navile;Bolognina;Femmine;55-64;45-64;Straniera;38;CORTICELLA - DOZZA
2022;12;Caserme Rosse-Manifattura;Navile;Bolognina;Femmine;65 e oltre;65 e oltre;Italiana;284;CORTICELLA - DOZZA
2022;12;Caserme Rosse-Manifattura;Navile;Bolognina;Maschi;25-34;30-44;Straniera;12;CORTICELLA - DOZZA
2022;13;CNR;Navile;Bolognina;Femmine;45-54;45-64;Italiana;4;BEVERARA
2022;13;CNR;Navile;Bolognina;Femmine;65 e oltre;65 e oltre;Italiana;6;BEVERARA
2022;13;CNR;Navile;Bolognina;Maschi;15-24;15-29;Italiana;3;BEVERARA
2022;13;CNR;Navile;Bolognina;Maschi;35-44;30-44;Straniera;2;BEVERARA
2022;13;CNR;Navile;Bolognina;Maschi;45-54;45-64;Italiana;2;BEVERARA
2022;14;Arcoveggio;Navile;Bolognina;Femmine;02 e prima;00-14;Straniera;45;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Femmine;06-14;00-14;Italiana;229;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Femmine;06-14;00-14;Straniera;111;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Femmine;15-24;15-29;Straniera;87;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Femmine;25-34;15-29;Italiana;220;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Femmine;55-64;45-64;Italiana;584;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Maschi;03-05;00-14;Straniera;59;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Maschi;15-24;15-29;Italiana;284;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Maschi;35-44;30-44;Italiana;587;BOLOGNINA
2022;14;Arcoveggio;Navile;Bolognina;Maschi;45-54;45-64;Italiana;619;BOLOGNINA
2022;15;Via Ferrarese;Navile;Bolognina;Femmine;25-34;30-44;Straniera;174;BOLOGNINA
2022;15;Via Ferrarese;Navile;Bolognina;Femmine;45-54;45-64;Italiana;680;BOLOGNINA
2022;15;Via Ferrarese;Navile;Bolognina;Maschi;25-34;15-29;Straniera;135;BOLOGNINA
2022;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;Femmine;55-64;45-64;Italiana;43;BOLOGNINA
2022;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;Maschi;02 e prima;00-14;Italiana;26;BOLOGNINA
2022;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;Maschi;15-24;15-29;Straniera;325;BOLOGNINA
2022;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;Maschi;25-34;30-44;Italiana;62;BOLOGNINA
2022;17;Piazza dell'Unita';Navile;Bolognina;Femmine;03-05;00-14;Italiana;69;BOLOGNINA
2022;17;Piazza dell'Unita';Navile;Bolognina;Femmine;15-24;15-29;Italiana;309;BOLOGNINA
2022;17;Piazza dell'Unita';Navile;Bolognina;Femmine;45-54;45-64;Italiana;622;BOLOGNINA
2022;17;Piazza dell'Unita';Navile;Bolognina;Maschi;45-54;45-64;Italiana;642;BOLOGNINA
2022;17;Piazza dell'Unita';Navile;Bolognina;Maschi;55-64;45-64;Italiana;536;BOLOGNINA
2022;17;Piazza dell'Unita';Navile;Bolognina;Maschi;65 e oltre;65 e oltre;Italiana;820;BOLOGNINA
2022;17;Piazza dell'Unita';Navile;Bolognina;Maschi;65 e oltre;65 e oltre;Straniera;58;BOLOGNINA
2022;18;San Savino;Navile;Corticella;Femmine;06-14;00-14;Italiana;235;CORTICELLA - DOZZA
2022;18;San Savino;Navile;Corticella;Femmine;35-44;30-44;Italiana;384;CORTICELLA - DOZZA
2022;18;San Savino;Navile;Corticella;Maschi;45-54;45-64;Straniera;134;CORTICELLA - DOZZA
2022;19;Savena Abbandonato;Navile;Corticella;Femmine;35-44;30-44;Italiana;44;CORTICELLA - DOZZA
2022;19;Savena Abbandonato;Navile;Corticella;Femmine;45-54;45-64;Straniera;7;CORTICELLA - DOZZA
2022;19;Savena Abbandonato;Navile;Corticella;Maschi;45-54;45-64;Italiana;81;CORTICELLA - DOZZA
2022;20;Croce Coperta;Navile;Corticella;Femmine;25-34;30-44;Italiana;107;CORTICELLA - DOZZA
2022;20;Croce Coperta;Navile;Corticella;Maschi;02 e prima;00-14;Straniera;32;CORTICELLA - DOZZA
2022;20;Croce Coperta;Navile;Corticella;Maschi;06-14;00-14;Italiana;151;CORTICELLA - DOZZA
2022;20;Croce Coperta;Navile;Corticella;Maschi;06-14;00-14;Straniera;64;CORTICELLA - DOZZA
2022;20;Croce Coperta;Navile;Corticella;Maschi;35-44;30-44;Italiana;259;CORTICELLA - DOZZA
2022;21;Mulino del Gomito;Navile;Corticella;Femmine;15-24;15-29;Straniera;5;CORTICELLA - DOZZA
2022;21;Mulino del Gomito;Navile;Corticella;Femmine;35-44;30-44;Italiana;30;CORTICELLA - DOZZA
2022;21;Mulino del Gomito;Navile;Corticella;Femmine;45-54;45-64;Straniera;20;CORTICELLA - DOZZA
2022;21;Mulino del Gomito;Navile;Corticella;Maschi;06-14;00-14;Straniera;12;CORTICELLA - DOZZA
2022;21;Mulino del Gomito;Navile;Corticella;Maschi;55-64;45-64;Italiana;52;CORTICELLA - DOZZA
2022;22;La Dozza;Navile;Corticella;Femmine;02 e prima;00-14;Straniera;1;CORTICELLA - DOZZA
2022;22;La Dozza;Navile;Corticella;Femmine;06-14;00-14;Italiana;46;CORTICELLA - DOZZA
2022;22;La Dozza;Navile;Corticella;Femmine;06-14;00-14;Straniera;4;CORTICELLA - DOZZA
2022;22;La Dozza;Navile;Corticella;Maschi;15-24;15-29;Straniera;3;CORTICELLA - DOZZA
2022;22;La Dozza;Navile;Corticella;Maschi;55-64;45-64;Italiana;123;CORTICELLA - DOZZA
2022;22;La Dozza;Navile;Corticella;Maschi;65 e oltre;65 e oltre;Straniera;3;CORTICELLA - DOZZA
2022;23;Laghetti del Rosario;Navile;Lame;Femmine;02 e prima;00-14;Italiana;5;BERTALIA - NOCE
2022;23;Laghetti del Rosario;Navile;Lame;Femmine;02 e prima;00-14;Straniera;2;BERTALIA - NOCE
2022;23;Laghetti del Rosario;Navile;Lame;Femmine;35-44;30-44;Italiana;30;BERTALIA - NOCE
2022;23;Laghetti del Rosario;Navile;Lame;Femmine;45-54;45-64;Italiana;42;BERTALIA - NOCE
2022;23;Laghetti del Rosario;Navile;Lame;Maschi;25-34;15-29;Straniera;4;BERTALIA - NOCE
2022;23;Laghetti del Rosario;Navile;Lame;Maschi;55-64;45-64;Italiana;38;BERTALIA - NOCE
2022;23;Laghetti del Rosario;Navile;Lame;Maschi;65 e oltre;65 e oltre;Italiana;35;BERTALIA - NOCE
2022;23;Laghetti del Rosario;Navile;Lame;Maschi;65 e oltre;65 e oltre;Straniera;1;BERTALIA - NOCE
2022;24;La Noce;Navile;Lame;Femmine;02 e prima;00-14;Straniera;6;BERTALIA - NOCE
2022;24;La Noce;Navile;Lame;Femmine;06-14;00-14;Straniera;14;BERTALIA - NOCE
2022;24;La Noce;Navile;Lame;Maschi;03-05;00-14;Italiana;14;BERTALIA - NOCE
2022;24;La Noce;Navile;Lame;Maschi;65 e oltre;65 e oltre;Straniera;2;BERTALIA - NOCE
2022;25;Tiro A Segno;Navile;Lame;Femmine;25-34;15-29;Italiana;5;BERTALIA - NOCE
2022;25;Tiro A Segno;Navile;Lame;Femmine;35-44;30-44;Italiana;5;BERTALIA - NOCE
2022;25;Tiro A Segno;Navile;Lame;Femmine;35-44;30-44;Straniera;1;BERTALIA - NOCE
2022;25;Tiro A Segno;Navile;Lame;Maschi;06-14;00-14;Italiana;9;BERTALIA - NOCE
2022;25;Tiro A Segno;Navile;Lame;Maschi;15-24;15-29;Italiana;11;BERTALIA - NOCE
2022;26;Pescarola;Navile;Lame;Femmine;03-05;00-14;Italiana;28;BERTALIA - NOCE
2022;26;Pescarola;Navile;Lame;Femmine;35-44;30-44;Italiana;186;BERTALIA - NOCE
2022;27;Lazzaretto;Navile;Lame;Femmine;03-05;00-14;Italiana;9;BERTALIA - NOCE
2022;27;Lazzaretto;Navile;Lame;Femmine;25-34;15-29;Italiana;23;BERTALIA - NOCE
2022;27;Lazzaretto;Navile;Lame;Femmine;25-34;15-29;Straniera;6;BERTALIA - NOCE
2022;27;Lazzaretto;Navile;Lame;Maschi;25-34;30-44;Italiana;48;BERTALIA - NOCE
2022;28;Beverara;Navile;Lame;Femmine;06-14;00-14;Straniera;67;BEVERARA
2022;28;Beverara;Navile;Lame;Femmine;35-44;30-44;Italiana;285;BEVERARA
2022;28;Beverara;Navile;Lame;Maschi;03-05;00-14;Italiana;58;BEVERARA
2022;28;Beverara;Navile;Lame;Maschi;15-24;15-29;Italiana;271;BEVERARA
2022;28;Beverara;Navile;Lame;Maschi;15-24;15-29;Straniera;57;BEVERARA
2022;30;Marconi-1;Porto - Saragozza;Marconi;Femmine;03-05;00-14;Straniera;2;MALPIGHI
2022;30;Marconi-1;Porto - Saragozza;Marconi;Femmine;25-34;30-44;Straniera;15;MALPIGHI
2022;30;Marconi-1;Porto - Saragozza;Marconi;Maschi;03-05;00-14;Italiana;13;MALPIGHI
2022;30;Marconi-1;Porto - Saragozza;Marconi;Maschi;06-14;00-14;Straniera;11;MALPIGHI
2022;31;Prati di Caprara-Ospedale Maggiore;Porto - Saragozza;Saffi;Maschi;02 e prima;00-14;Italiana;5;SAFFI
2022;32;Scalo Ravone;Porto - Saragozza;Saffi;Maschi;45-54;45-64;Italiana;10;SAFFI
2022;33;Zanardi;Porto - Saragozza;Saffi;Maschi;02 e prima;00-14;Straniera;7;SAFFI
2022;33;Zanardi;Porto - Saragozza;Saffi;Maschi;65 e oltre;65 e oltre;Italiana;532;SAFFI
2022;34;Velodromo;Porto - Saragozza;Saffi;Femmine;02 e prima;00-14;Straniera;15;SAFFI
2022;34;Velodromo;Porto - Saragozza;Saffi;Maschi;65 e oltre;65 e oltre;Italiana;530;SAFFI
2022;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;Femmine;03-05;00-14;Italiana;41;SAFFI
2022;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;Femmine;15-24;15-29;Italiana;148;SAFFI
2022;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;Femmine;03-05;00-14;Italiana;60;BARCA
2022;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;Maschi;06-14;00-14;Italiana;186;BARCA
2022;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;Maschi;06-14;00-14;Straniera;81;BARCA
2022;37;Battindarno;Borgo Panigale - Reno;Barca;Femmine;35-44;30-44;Straniera;131;BARCA
2022;38;Canale di Reno;Borgo Panigale - Reno;Barca;Femmine;25-34;15-29;Italiana;135;BARCA
2022;38;Canale di Reno;Borgo Panigale - Reno;Barca;Maschi;35-44;30-44;Straniera;61;BARCA
2022;39;Agucchi;Borgo Panigale - Reno;Santa Viola;Femmine;15-24;15-29;Italiana;126;SANTA VIOLA
2022;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;Femmine;02 e prima;00-14;Straniera;2;SAN DONATO NUOVO
2022;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;Femmine;15-24;15-29;Straniera;4;SAN DONATO NUOVO
2022;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;Femmine;35-44;30-44;Italiana;31;SAN DONATO NUOVO
2022;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;Maschi;06-14;00-14;Straniera;17;SAN DONATO NUOVO
2022;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;Maschi;55-64;45-64;Straniera;4;SAN DONATO NUOVO
2022;68;Guelfa;San Donato - San Vitale;San Vitale;Maschi;35-44;30-44;Straniera;174;CIRENAICA - MASSARENTI - SCANDELLARA
2022;69;Croce del Biacco;San Donato - San Vitale;San Vitale;Femmine;03-05;00-14;Straniera;25;CROCE DEL BIACCO - ROVERI
2022;69;Croce del Biacco;San Donato - San Vitale;San Vitale;Maschi;03-05;00-14;Straniera;24;CROCE DEL BIACCO - ROVERI
2022;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;Femmine;03-05;00-14;Italiana;4;CROCE DEL BIACCO - ROVERI
2022;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;Femmine;55-64;45-64;Straniera;1;CROCE DEL BIACCO - ROVERI
2022;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;Maschi;25-34;15-29;Italiana;294;SARAGOZZA - SAN LUCA
2022;73;San Giuseppe;Porto - Saragozza;Costa Saragozza;Femmine;35-44;30-44;Italiana;336;SARAGOZZA - SAN LUCA
