year,area_name,quartiere_name,zona_name,census_section,n_local_units,n_workers_private,n_workers_public,n_students
2019,PIAZZA DELL'UNITA',Navile,Bolognina,282,9,8,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,285,23,62,0,0
2019,VIA FERRARESE,Navile,Bolognina,326,21,32,0,0
2019,VIA FERRARESE,Navile,Bolognina,330,10,14,0,0
2019,VIA FERRARESE,Navile,Bolognina,331,8,17,0,0
2019,VIA FERRARESE,Navile,Bolognina,332,32,82,0,0
2019,VIA FERRARESE,Navile,Bolognina,337,12,34,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,349,10,10,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,350,6,9,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,355,17,33,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,362,6,10,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,367,6,24,0,1295
2019,PIAZZA DELL'UNITA',Navile,Bolognina,368,3,8,0,0
2019,SAN SAVINO,Navile,Corticella,378,6,18,0,0
2019,SAN SAVINO,Navile,Corticella,383,7,10,0,0
2019,SAN SAVINO,Navile,Corticella,405,20,41,0,0
2019,SAN SAVINO,Navile,Corticella,409,4,4,0,0
2019,SAVENA ABBANDONATO,Navile,Corticella,434,1,1,0,0
2019,CROCE COPERTA,Navile,Corticella,464,5,5,0,0
2019,MULINO DEL GOMITO,Navile,Corticella,476,2,16,0,0
2019,LA DOZZA,Navile,Corticella,485,24,69,0,51
2019,TIRO A SEGNO,Navile,Lame,527,2,6,0,0
2019,PESCAROLA,Navile,Lame,546,6,12,0,0
2019,BEVERARA,Navile,Lame,573,23,38,0,0
2019,BEVERARA,Navile,Lame,576,10,14,0,0
2019,BEVERARA,Navile,Lame,594,37,497,0,26
2019,MARCONI-2,Porto - Saragozza,Marconi,618,32,118,0,0
2019,MARCONI-2,Porto - Saragozza,Marconi,619,59,101,0,0
2019,MARCONI-2,Porto - Saragozza,Marconi,626,72,194,0,0
2019,MARCONI-2,Porto - Saragozza,Marconi,659,2,8,0,0
2019,MARCONI-2,Porto - Saragozza,Marconi,670,19,28,0,0
2019,MARCONI-1,Porto - Saragozza,Marconi,681,96,228,0,0
2019,MARCONI-1,Porto - Saragozza,Marconi,690,36,114,0,0
2019,MARCONI-1,Porto - Saragozza,Marconi,691,78,131,0,0
2019,MARCONI-1,Porto - Saragozza,Marconi,692,96,164,0,0
2019,MARCONI-1,Porto - Saragozza,Marconi,698,43,59,0,0
2019,ZANARDI,Porto - Saragozza,Saffi,713,25,75,0,0
2019,ZANARDI,Porto - Saragozza,Saffi,718,16,47,0,0
2019,ZANARDI,Porto - Saragozza,Saffi,723,1,1,0,70
2019,ZANARDI,Porto - Saragozza,Saffi,726,38,80,0,0
2019,ZANARDI,Porto - Saragozza,Saffi,727,16,62,0,0
2019,VELODROMO,Porto - Saragozza,Saffi,741,12,29,0,0
2019,VELODROMO,Porto - Saragozza,Saffi,749,12,11,0,0
2019,VELODROMO,Porto - Saragozza,Saffi,755,4,4,0,45
2019,VIA VITTORIO VENETO,Porto - Saragozza,Saffi,761,23,33,0,359
2019,VIA VITTORIO VENETO,Porto - Saragozza,Saffi,775,15,31,0,27
2019,VIA VITTORIO VENETO,Porto - Saragozza,Saffi,782,3,4,0,10
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,785,9,30,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,789,21,32,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,795,1,1,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,797,4,15,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,800,5,3,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,804,20,28,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,818,24,94,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,821,20,56,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,825,1,1,0,204
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,829,8,12,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,849,5,6,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,852,15,19,0,226
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,854,7,6,0,1578
2019,CANALE DI RENO,Borgo Panigale - Reno,Barca,859,11,14,0,0
2019,CANALE DI RENO,Borgo Panigale - Reno,Barca,874,11,41,0,0
2019,AGUCCHI,Borgo Panigale - Reno,S. Viola,888,54,288,0,0
2019,AGUCCHI,Borgo Panigale - Reno,S. Viola,889,1,4,0,0
2019,AGUCCHI,Borgo Panigale - Reno,S. Viola,893,1,1,0,0
2019,AGUCCHI,Borgo Panigale - Reno,S. Viola,899,65,459,0,39
2019,AGUCCHI,Borgo Panigale - Reno,S. Viola,900,2,4,0,0
2019,AGUCCHI,Borgo Panigale - Reno,S. Viola,902,34,39,0,0
2019,AGUCCHI,Borgo Panigale - Reno,S. Viola,903,31,57,0,0
2019,AGUCCHI,Borgo Panigale - Reno,S. Viola,906,47,113,0,0
2019,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,909,25,129,0,0
2019,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,911,34,54,0,0
2019,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,913,22,47,0,0
2019,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,915,7,35,0,0
2019,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,917,31,34,0,0
2019,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,920,24,36,0,0
2019,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,923,41,1498,0,43
2019,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,957,3,6,0,0
2019,FIERA,San Donato - San Vitale,San Donato,964,4,45,0,0
2019,SAN DONNINO,San Donato - San Vitale,San Donato,971,11,15,0,0
2019,VIA DEL LAVORO,San Donato - San Vitale,San Donato,978,8,7,0,0
2019,VIA DEL LAVORO,San Donato - San Vitale,San Donato,983,7,55,0,0
2019,VIA DEL LAVORO,San Donato - San Vitale,San Donato,984,14,18,0,0
2019,VIA DEL LAVORO,San Donato - San Vitale,San Donato,997,30,58,0,0
2019,MICHELINO,San Donato - San Vitale,San Donato,1013,11,26,0,0
2019,MICHELINO,San Donato - San Vitale,San Donato,1016,18,25,0,0
2019,VIA DEL LAVORO,San Donato - San Vitale,San Donato,1025,1,2,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1030,2,2,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1041,47,101,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1044,9,43,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1063,5,7,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1064,15,29,0,38
2019,VIA MONDO,San Donato - San Vitale,San Donato,1068,14,30,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1073,4,4,0,0
2019,SAN DONNINO,San Donato - San Vitale,San Donato,1083,2,2,0,0
2019,PILASTRO,San Donato - San Vitale,San Donato,1086,34,256,0,203
2019,PILASTRO,San Donato - San Vitale,San Donato,1096,2,48,0,0
2019,PILASTRO,San Donato - San Vitale,San Donato,1105,4,16,0,0
2019,CAAB,San Donato - San Vitale,San Donato,1130,1,7,0,0
2019,PADERNO,Santo Stefano,Colli,1135,4,18,0,100
2019,PADERNO,Santo Stefano,Colli,1141,2,7,0,0
2019,OSSERVANZA,Santo Stefano,Colli,1143,20,23,0,0
2019,OSSERVANZA,Santo Stefano,Colli,1151,18,18,0,0
2019,OSSERVANZA,Santo Stefano,Colli,1155,36,42,0,0
2019,PADERNO,Santo Stefano,Colli,1157,4,36,0,0
2019,PADERNO,Santo Stefano,Colli,1159,1,1,0,0
2019,SAN MICHELE IN BOSCO,Santo Stefano,Colli,1162,71,94,0,0
2019,SAN MICHELE IN BOSCO,Santo Stefano,Colli,1164,7,43,0,0
2019,SAN MICHELE IN BOSCO,Santo Stefano,Colli,1170,42,158,0,326
2019,SAN MICHELE IN BOSCO,Santo Stefano,Colli,1171,1,1,0,0
2019,PADERNO,Santo Stefano,Colli,1192,4,12,0,0
2019,PADERNO,Santo Stefano,Colli,1207,11,15,0,0
2019,GALVANI-1,Santo Stefano,Galvani,1226,17,50,0,0
2019,GALVANI-1,Santo Stefano,Galvani,1228,46,148,0,0
2019,GALVANI-2,Santo Stefano,Galvani,1282,12,17,0,0
2019,GALVANI-2,Santo Stefano,Galvani,1293,6,8,0,0
2019,GALVANI-2,Santo Stefano,Galvani,1295,30,62,0,425
2019,GALVANI-2,Santo Stefano,Galvani,1298,15,19,0,0
2019,GALVANI-2,Santo Stefano,Galvani,1299,1,0,0,0
2019,DAGNINI,Santo Stefano,Murri,1315,36,87,0,0
2019,MEZZOFANTI,Santo Stefano,Murri,1322,8,7,0,0
2019,DAGNINI,Santo Stefano,Murri,1330,9,14,0,0
2019,DAGNINI,Santo Stefano,Murri,1331,31,41,0,0
2019,MEZZOFANTI,Santo Stefano,Murri,1339,89,146,0,0
2019,DAGNINI,Santo Stefano,Murri,1347,21,23,0,0
2019,DAGNINI,Santo Stefano,Murri,1352,1,2,0,0
2019,MEZZOFANTI,Santo Stefano,Murri,1357,10,18,0,28
2019,DAGNINI,Santo Stefano,Murri,1367,9,34,0,0
2019,DAGNINI,Santo Stefano,Murri,1375,45,62,0,0
2019,SIEPELUNGA,Santo Stefano,Murri,1385,8,12,0,0
2019,SIEPELUNGA,Santo Stefano,Murri,1387,7,15,0,0
2019,SIEPELUNGA,Santo Stefano,Murri,1404,2,9,0,0
2019,CHIESANUOVA,Santo Stefano,Murri,1410,6,6,0,0
2019,CHIESANUOVA,Santo Stefano,Murri,1421,15,22,0,0
2019,CHIESANUOVA,Santo Stefano,Murri,1432,7,7,0,0
2019,CHIESANUOVA,Santo Stefano,Murri,1433,6,6,0,54
2019,CHIESANUOVA,Santo Stefano,Murri,1436,1,1,0,0
2019,CHIESANUOVA,Santo Stefano,Murri,1439,10,13,0,0
2019,IRNERIO-2,Santo Stefano,Irnerio,1452,9,23,0,42
2019,IRNERIO-2,Santo Stefano,Irnerio,1453,17,151,0,0
2019,IRNERIO-2,Santo Stefano,Irnerio,1472,2,527,0,0
2019,IRNERIO-2,Santo Stefano,Irnerio,1476,45,495,0,0
2019,IRNERIO-2,Santo Stefano,Irnerio,1482,31,64,0,0
2019,IRNERIO-1,Santo Stefano,Irnerio,1494,16,36,0,0
2019,IRNERIO-1,Santo Stefano,Irnerio,1510,15,71,0,0
2019,IRNERIO-1,Santo Stefano,Irnerio,1511,72,130,0,0
2019,IRNERIO-1,Santo Stefano,Irnerio,1520,65,382,0,0
2019,IRNERIO-1,Santo Stefano,Irnerio,1521,6,18,0,0
2019,IRNERIO-1,Santo Stefano,Irnerio,1539,1,2,0,0
2019,IRNERIO-1,Santo Stefano,Irnerio,1544,49,82,0,0
2019,IRNERIO-2,Santo Stefano,Irnerio,1551,38,65,0,0
2019,CIRENAICA,San Donato - San Vitale,S. Vitale,1564,7,25,0,0
2019,CIRENAICA,San Donato - San Vitale,S. Vitale,1579,20,34,0,0
2019,CIRENAICA,San Donato - San Vitale,S. Vitale,1591,4,7,0,0
2019,CIRENAICA,San Donato - San Vitale,S. Vitale,1597,8,8,0,0
2019,CIRENAICA,San Donato - San Vitale,S. Vitale,1601,12,30,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1615,11,15,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1617,10,13,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1618,26,29,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1622,9,12,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1628,1,0,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1646,8,18,0,42
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1647,1,1,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1653,37,88,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1654,16,21,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1657,21,35,0,0
2019,MENGOLI,San Donato - San Vitale,S. Vitale,1661,9,34,0,81
2019,SCANDELLARA,San Donato - San Vitale,S. Vitale,1664,7,8,0,0
2019,SCANDELLARA,San Donato - San Vitale,S. Vitale,1665,1,4,0,0
2019,SCANDELLARA,San Donato - San Vitale,S. Vitale,1666,3,2,0,0
2019,ROVERI,San Donato - San Vitale,S. Vitale,1669,5,22,0,0
2019,VIA LARGA,San Donato - San Vitale,S. Vitale,1685,8,35,0,0
2019,ROVERI,San Donato - San Vitale,S. Vitale,1692,83,468,0,0
2019,ROVERI,San Donato - San Vitale,S. Vitale,1703,20,104,0,0
2019,ROVERI,San Donato - San Vitale,S. Vitale,1716,11,127,0,0
2019,GUELFA,San Donato - San Vitale,S. Vitale,1720,6,11,0,0
2019,GUELFA,San Donato - San Vitale,S. Vitale,1723,9,8,0,0
2019,GUELFA,San Donato - San Vitale,S. Vitale,1724,15,41,0,49
2019,GUELFA,San Donato - San Vitale,S. Vitale,1742,35,70,0,0
2019,GUELFA,San Donato - San Vitale,S. Vitale,1777,22,43,0,0
2019,XXI APRILE,Porto - Saragozza,Costa Saragozza,1790,5,5,0,0
2019,XXI APRILE,Porto - Saragozza,Costa Saragozza,1798,11,34,0,0
2019,XXI APRILE,Porto - Saragozza,Costa Saragozza,1803,6,5,0,0
2019,STADIO-MELONCELLO,Porto - Saragozza,Costa Saragozza,1815,40,72,0,0
2019,XXI APRILE,Porto - Saragozza,Costa Saragozza,1833,11,18,0,258
2019,XXI APRILE,Porto - Saragozza,Costa Saragozza,1852,46,63,0,23
2019,RAVONE,Porto - Saragozza,Costa Saragozza,1888,2,3,0,60
2019,RAVONE,Porto - Saragozza,Costa Saragozza,1891,7,6,0,0
2019,VIA DEL GENIO,Porto - Saragozza,Costa Saragozza,1912,1,1,0,0
2019,SAN LUCA,Porto - Saragozza,Costa Saragozza,1913,3,20,0,0
2019,SAN LUCA,Porto - Saragozza,Costa Saragozza,1916,2,4,0,0
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,1947,24,64,0,0
2019,MALPIGHI-1,Porto - Saragozza,Malpighi,1964,50,121,0,0
2019,MALPIGHI-1,Porto - Saragozza,Malpighi,1966,34,68,0,0
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,1976,34,262,0,1660
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,1984,69,123,0,0
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,1985,38,55,0,0
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,2000,46,127,0,43
2019,FOSSOLO,Savena,Mazzini,2003,6,21,0,71
2019,FOSSOLO,Savena,Mazzini,2007,36,57,0,0
2019,FOSSOLO,Savena,Mazzini,2016,7,5,0,0
2019,PONTEVECCHIO,Savena,Mazzini,2020,49,89,0,0
2019,FOSSOLO,Savena,Mazzini,2033,40,116,0,0
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,1983,10,23,0,0
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,1987,4,10,0,0
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,2000,46,127,0,111
2019,FOSSOLO,Savena,Mazzini,2008,56,61,0,75
2019,FOSSOLO,Savena,Mazzini,2013,24,31,0,0
2019,PONTEVECCHIO,Savena,Mazzini,2026,3,3,0,72
2019,PONTEVECCHIO,Savena,Mazzini,2027,18,29,0,0
2019,BITONE,Savena,Mazzini,2028,28,37,0,0
2019,DUE MADONNE,Savena,Mazzini,2049,2,2,0,0
2019,BITONE,Savena,Mazzini,2088,2,2,0,0
2019,BITONE,Savena,Mazzini,2101,28,44,0,0
2019,BITONE,Savena,Mazzini,2104,7,10,0,0
2019,BITONE,Savena,Mazzini,2113,15,25,0,0
2019,BITONE,Savena,Mazzini,2115,5,12,0,0
2019,VIA ARNO,Savena,Mazzini,2121,13,13,0,0
2019,VIA ARNO,Savena,Mazzini,2127,14,15,0,0
2019,VIA ARNO,Savena,Mazzini,2134,44,88,0,0
2019,CAVEDONE,Savena,Mazzini,2143,13,15,0,78
2019,VIA ARNO,Savena,Mazzini,2151,11,19,0,0
2019,VIA ARNO,Savena,Mazzini,2153,2,2,0,0
2019,MONTE DONATO,Savena,S. Ruffillo,2166,7,7,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2189,5,5,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2191,1,2,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2198,2,1,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2203,20,47,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2204,2,3,0,381
2019,VIA TOSCANA,Savena,S. Ruffillo,2210,14,16,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2233,7,12,0,0
2019,CORELLI,Savena,S. Ruffillo,2250,1,1,0,0
2019,CORELLI,Savena,S. Ruffillo,2258,4,6,0,0
2019,CORELLI,Savena,S. Ruffillo,2263,26,118,0,216
2019,CORELLI,Savena,S. Ruffillo,2278,1,0,0,0
2019,MONTE DONATO,Savena,S. Ruffillo,2290,2,3,0,0
2019,MONTE DONATO,Savena,S. Ruffillo,2293,4,4,0,0
2019,PONTE SAVENA-LA BASTIA,Savena,S. Ruffillo,2319,4,5,0,0
2019,FOSSOLO,Savena,Mazzini,2036,15,24,0,0
2019,DUE MADONNE,Savena,Mazzini,2044,3,4,0,0
2019,PONTEVECCHIO,Savena,Mazzini,2056,16,34,0,0
2019,PONTEVECCHIO,Savena,Mazzini,2062,4,4,0,0
2019,BITONE,Savena,Mazzini,2075,11,20,0,0
2019,BITONE,Savena,Mazzini,2097,11,23,0,0
2019,BITONE,Savena,Mazzini,2105,8,9,0,0
2019,BITONE,Savena,Mazzini,2116,27,43,0,0
2019,BITONE,Savena,Mazzini,2118,21,54,0,75
2019,CAVEDONE,Savena,Mazzini,2145,28,40,0,52
2019,CAVEDONE,Savena,Mazzini,2147,21,25,0,78
2019,VIA ARNO,Savena,Mazzini,2149,60,118,0,21
2019,VIA TOSCANA,Savena,S. Ruffillo,2165,8,8,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2179,8,10,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2181,5,5,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2187,1,2,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2204,2,3,0,390
2019,CORELLI,Savena,S. Ruffillo,2226,9,165,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2234,7,8,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2235,12,22,0,0
2019,CORELLI,Savena,S. Ruffillo,2245,3,4,0,0
2019,CORELLI,Savena,S. Ruffillo,2252,17,16,0,0
2019,CORELLI,Savena,S. Ruffillo,2253,25,42,0,23
2019,CORELLI,Savena,S. Ruffillo,2261,6,9,0,0
2019,CORELLI,Savena,S. Ruffillo,2264,22,25,0,0
2019,CORELLI,Savena,S. Ruffillo,2266,32,46,0,0
2019,CORELLI,Savena,S. Ruffillo,2276,12,16,0,0
2019,CORELLI,Savena,S. Ruffillo,2280,3,3,0,0
2019,CORELLI,Savena,S. Ruffillo,2287,3,3,0,0
2019,MONTE DONATO,Savena,S. Ruffillo,2292,42,64,0,0
2019,VIA TOSCANA,Savena,S. Ruffillo,2298,10,15,0,0
2019,CORELLI,Savena,S. Ruffillo,2303,5,8,0,0
2019,SAVENA ABBANDONATO,Navile,Corticella,2325,1,4,0,0
2019,PESCAROLA,Navile,Lame,2327,9,16,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,2328,8,8,0,0
2018,VIA DEL VIVAIO,Borgo Panigale - Reno,Borgo Panigale,11,1,1,0,0
2018,VIA DEL VIVAIO,Borgo Panigale - Reno,Borgo Panigale,15,3,4,0,0
2018,BARGELLINO,Borgo Panigale - Reno,Borgo Panigale,24,4,527,0,0
2018,AEROPORTO,Borgo Panigale - Reno,Borgo Panigale,31,5,25,0,0
2018,LA BIRRA,Borgo Panigale - Reno,Borgo Panigale,60,13,22,0,0
2018,LA BIRRA,Borgo Panigale - Reno,Borgo Panigale,63,3,8,0,0
2018,DUCATI-VILLAGGIO INA,Borgo Panigale - Reno,Borgo Panigale,74,2,5,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,89,1,1,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,105,7,10,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,108,14,25,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,113,14,23,0,0
2018,RIGOSA,Borgo Panigale - Reno,Borgo Panigale,132,1,1,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,144,10,19,0,0
2018,TRIUMVIRATO-PIETRA,Borgo Panigale - Reno,Borgo Panigale,154,45,98,0,0
2018,CASTELDEBOLE,Borgo Panigale - Reno,Borgo Panigale,169,22,24,0,0
2018,CASTELDEBOLE,Borgo Panigale - Reno,Borgo Panigale,174,29,73,0,0
2018,RIGOSA,Borgo Panigale - Reno,Borgo Panigale,201,1,172,0,0
2018,ARCOVEGGIO,Navile,Bolognina,248,13,14,0,0
2018,ARCOVEGGIO,Navile,Bolognina,266,5,5,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,277,12,39,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,279,10,14,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,286,3,3,0,0
2018,VIA FERRARESE,Navile,Bolognina,325,50,68,0,0
2018,VIA FERRARESE,Navile,Bolognina,326,29,41,0,0
2018,VIA FERRARESE,Navile,Bolognina,328,9,14,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,345,14,177,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,360,31,66,0,0
2018,SAN SAVINO,Navile,Corticella,396,9,12,0,0
2018,SAN SAVINO,Navile,Corticella,415,28,50,0,0
2018,SAVENA ABBANDONATO,Navile,Corticella,418,1,24,0,0
2018,SAVENA ABBANDONATO,Navile,Corticella,426,1,5,0,0
2018,SAVENA ABBANDONATO,Navile,Corticella,429,2,3,0,0
2018,SAVENA ABBANDONATO,Navile,Corticella,431,17,42,0,0
2018,CROCE COPERTA,Navile,Corticella,446,10,81,0,0
2018,CROCE COPERTA,Navile,Corticella,461,23,629,0,0
2018,CROCE COPERTA,Navile,Corticella,464,5,5,0,0
2018,CROCE COPERTA,Navile,Corticella,467,17,29,0,0
2018,MULINO DEL GOMITO,Navile,Corticella,478,26,263,0,0
2018,LA DOZZA,Navile,Corticella,487,2,11,0,0
2018,SAVENA ABBANDONATO,Navile,Corticella,488,1,30,0,0
2018,LA NOCE,Navile,Lame,501,34,60,0,0
2018,TIRO A SEGNO,Navile,Lame,530,3,4,0,0
2018,TIRO A SEGNO,Navile,Lame,541,1,1,0,0
2018,PESCAROLA,Navile,Lame,545,12,13,0,0
2018,BEVERARA,Navile,Lame,574,3,4,0,0
2018,LAZZARETTO,Navile,Lame,579,23,42,0,0
2018,BEVERARA,Navile,Lame,589,22,39,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,613,15,216,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,617,17,187,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,618,28,55,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,629,10,15,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,663,28,49,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,664,138,338,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,672,26,39,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,674,63,121,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,693,42,79,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,696,81,203,0,0
2018,SCALO RAVONE,Porto - Saragozza,Saffi,702,6,39,0,0
2018,ZANARDI,Porto - Saragozza,Saffi,703,16,860,0,0
2018,VELODROMO,Porto - Saragozza,Saffi,755,4,4,0,0
2018,VIA VITTORIO VENETO,Porto - Saragozza,Saffi,776,18,22,0,0
2018,CANALE DI RENO,Borgo Panigale - Reno,Barca,879,17,19,0,0
2018,CANALE DI RENO,Borgo Panigale - Reno,Barca,885,2,4,0,0
2018,AGUCCHI,Borgo Panigale - Reno,S. Viola,888,57,308,0,0
2018,AGUCCHI,Borgo Panigale - Reno,S. Viola,900,1,2,0,0
2018,AGUCCHI,Borgo Panigale - Reno,S. Viola,903,33,57,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,917,29,32,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,918,32,66,0,0
2018,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,957,3,4,0,0
2018,VIA DEL LAVORO,San Donato - San Vitale,San Donato,1006,22,50,0,0
2018,VIA DEL LAVORO,San Donato - San Vitale,San Donato,1007,7,10,0,0
2018,MICHELINO,San Donato - San Vitale,San Donato,1012,1,5,0,0
2018,MICHELINO,San Donato - San Vitale,San Donato,1017,8,33,0,0
2018,VIA MONDO,San Donato - San Vitale,San Donato,1030,2,2,0,0
2018,VIA MONDO,San Donato - San Vitale,San Donato,1070,26,49,0,0
2018,OSSERVANZA,Santo Stefano,Colli,1144,24,47,0,0
2018,OSSERVANZA,Santo Stefano,Colli,1146,4,4,0,0
2018,OSSERVANZA,Santo Stefano,Colli,1155,37,44,0,0
2018,SAN MICHELE IN BOSCO,Santo Stefano,Colli,1173,3,3,0,0
2018,SAN MICHELE IN BOSCO,Santo Stefano,Colli,1177,3,5,0,0
2018,PADERNO,Santo Stefano,Colli,1193,6,8,0,0
2018,PADERNO,Santo Stefano,Colli,1206,5,5,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1256,72,193,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1259,12,14,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1271,22,29,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1272,61,111,0,0
2018,DAGNINI,Santo Stefano,Murri,1328,1,2,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1397,13,11,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1462,22,30,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1486,66,283,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1498,13,37,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1501,18,32,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1506,49,138,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1514,7,22,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1525,55,176,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1547,43,109,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1595,6,23,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1616,21,43,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1653,41,136,0,0
2018,SCANDELLARA,San Donato - San Vitale,S. Vitale,1680,3,8,0,0
2018,XXI APRILE,Porto - Saragozza,Costa Saragozza,1859,27,35,0,0
2018,SAN GIUSEPPE,Porto - Saragozza,Costa Saragozza,1862,1,1,0,0
2018,SAN GIUSEPPE,Porto - Saragozza,Costa Saragozza,1863,6,6,0,0
2018,RAVONE,Porto - Saragozza,Costa Saragozza,1892,1,1,0,0
