area_name,household_type,household_size,households
casteldebole,Madre con figli,2,131
ducati-villaggio ina,Madre con figli,2,80
la birra,Madre con figli,2,50
lavino di mezzo,Madre con figli,2,14
lungo reno,Madre con figli,2,1
rigosa,Madre con figli,2,35
triumvirato-pietra,Madre con figli,2,139
via del vivaio,Madre con figli,2,24
aeroporto,Padre con figli,4,1
bargellino,Padre con figli,4,1
borgo centro,Padre con figli,4,2
casteldebole,Padre con figli,4,2
ducati-villaggio ina,Padre con figli,4,1
la birra,Padre con figli,4,1
lavino di mezzo,Padre con figli,4,1
lungo reno,Padre con figli,4,1
rigosa,Padre con figli,4,1
triumvirato-pietra,Padre con figli,4,2
via del vivaio,Padre con figli,4,1
arcoveggio,Altre tipologie familiari,2,298
caserme rosse-manifattura,Altre tipologie familiari,2,62
cnr,Altre tipologie familiari,2,2
ex mercato ortofrutticolo,Altre tipologie familiari,2,50
piazza dell'unita',Altre tipologie familiari,2,316
via ferrarese,Altre tipologie familiari,2,343
croce coperta,Altre tipologie familiari,3,12
la dozza,Altre tipologie familiari,3,3
mulino del gomito,Altre tipologie familiari,3,2
san savino,Altre tipologie familiari,3,19
savena abbandonato,Altre tipologie familiari,3,2
croce coperta,Madre con figli e altri membri conviventi,6-10,5
la dozza,Madre con figli e altri membri conviventi,6-10,1
mulino del gomito,Madre con figli e altri membri conviventi,6-10,1
san savino,Madre con figli e altri membri conviventi,6-10,7
savena abbandonato,Madre con figli e altri membri conviventi,6-10,1
croce coperta,Padre con figli,2,42
la dozza,Padre con figli,2,10
mulino del gomito,Padre con figli,2,6
san savino,Padre con figli,2,64
savena abbandonato,Padre con figli,2,7
croce coperta,Padre con figli e altri membri conviventi,6-10,3
la dozza,Padre con figli e altri membri conviventi,6-10,1
mulino del gomito,Padre con figli e altri membri conviventi,6-10,1
san savino,Padre con figli e altri membri conviventi,6-10,5
savena abbandonato,Padre con figli e altri membri conviventi,6-10,1
beverara,Altre tipologie familiari,3,13
la noce,Altre tipologie familiari,3,3
laghetti del rosario,Altre tipologie familiari,3,1
lazzaretto,Altre tipologie familiari,3,2
pescarola,Altre tipologie familiari,3,9
tiro a segno,Altre tipologie familiari,3,1
beverara,Coniugi con altri membri conviventi,4,2
la noce,Coniugi con altri membri conviventi,4,1
laghetti del rosario,Coniugi con altri membri conviventi,4,1
lazzaretto,Coniugi con altri membri conviventi,4,1
pescarola,Coniugi con altri membri conviventi,4,2
tiro a segno,Coniugi con altri membri conviventi,4,1
beverara,Coniugi con figli,3,287
la noce,Coniugi con figli,3,62
laghetti del rosario,Coniugi con figli,3,20
lazzaretto,Coniugi con figli,3,38
pescarola,Coniugi con figli,3,185
tiro a segno,Coniugi con figli,3,7
beverara,Coniugi con figli e altri membri conviventi,Oltre 10,1
la noce,Coniugi con figli e altri membri conviventi,Oltre 10,1
laghetti del rosario,Coniugi con figli e altri membri conviventi,Oltre 10,1
lazzaretto,Coniugi con figli e altri membri conviventi,Oltre 10,1
pescarola,Coniugi con figli e altri membri conviventi,Oltre 10,1
tiro a segno,Coniugi con figli e altri membri conviventi,Oltre 10,1
beverara,Madre con figli e altri membri conviventi,5,7
la noce,Madre con figli e altri membri conviventi,5,2
laghetti del rosario,Madre con figli e altri membri conviventi,5,1
lazzaretto,Madre con figli e altri membri conviventi,5,1
pescarola,Madre con figli e altri membri conviventi,5,5
tiro a segno,Madre con figli e altri membri conviventi,5,1
beverara,Padre con figli,3,11
la noce,Padre con figli,3,3
laghetti del rosario,Padre con figli,3,1
lazzaretto,Padre con figli,3,2
pescarola,Padre con figli,3,7
tiro a segno,Padre con figli,3,1
ravone,Altre tipologie familiari,4,1
san giuseppe,Altre tipologie familiari,4,1
san luca,Altre tipologie familiari,4,1
stadio-meloncello,Altre tipologie familiari,4,1
via del genio,Altre tipologie familiari,4,1
xxi aprile,Altre tipologie familiari,4,2
ravone,Coniugi con figli,6-10,2
san giuseppe,Coniugi con figli,6-10,6
san luca,Coniugi con figli,6-10,1
stadio-meloncello,Coniugi con figli,6-10,4
via del genio,Coniugi con figli,6-10,1
xxi aprile,Coniugi con figli,6-10,12
ravone,Coppia unita civilmente maschile con altri conviventi,3,1
san giuseppe,Coppia unita civilmente maschile con altri conviventi,3,1
san luca,Coppia unita civilmente maschile con altri conviventi,3,1
stadio-meloncello,Coppia unita civilmente maschile con altri conviventi,3,1
via del genio,Coppia unita civilmente maschile con altri conviventi,3,1
xxi aprile,Coppia unita civilmente maschile con altri conviventi,3,1
ravone,Madre con figli e altri membri conviventi,3,8
san giuseppe,Madre con figli e altri membri conviventi,3,40
san luca,Madre con figli e altri membri conviventi,3,5
stadio-meloncello,Madre con figli e altri membri conviventi,3,23
via del genio,Madre con figli e altri membri conviventi,3,1
xxi aprile,Madre con figli e altri membri conviventi,3,81
ravone,Padre con figli,4,1
san giuseppe,Padre con figli,4,1
san luca,Padre con figli,4,1
stadio-meloncello,Padre con figli,4,1
via del genio,Padre con figli,4,1
xxi aprile,Padre con figli,4,2
ravone,Sola,1,205
san giuseppe,Sola,1,1064
san luca,Sola,1,112
stadio-meloncello,Sola,1,610
via del genio,Sola,1,3
xxi aprile,Sola,1,2158
malpighi-1,Coppia unita civilmente maschile,2,1
malpighi-2,Coppia unita civilmente maschile,2,6
malpighi-1,Madre con figli,3,18
malpighi-2,Madre con figli,3,91
marconi-1,Altre tipologie familiari,4,2
marconi-2,Altre tipologie familiari,4,8
marconi-1,Coniugi con figli,4,62
marconi-2,Coniugi con figli,4,326
marconi-1,Padre con figli,5,1
marconi-2,Padre con figli,5,1
marconi-1,Padre con figli e altri membri conviventi,4,6
marconi-2,Padre con figli e altri membri conviventi,4,30
prati di caprara-ospedale maggiore,Padre con figli e altri membri conviventi,4,2
scalo ravone,Padre con figli e altri membri conviventi,4,1
velodromo,Padre con figli e altri membri conviventi,4,22
via vittorio veneto,Padre con figli e altri membri conviventi,4,20
zanardi,Padre con figli e altri membri conviventi,4,25
prati di caprara-ospedale maggiore,Padre con figli e altri membri conviventi,5,1
scalo ravone,Padre con figli e altri membri conviventi,5,1
velodromo,Padre con figli e altri membri conviventi,5,5
via vittorio veneto,Padre con figli e altri membri conviventi,5,5
zanardi,Padre con figli e altri membri conviventi,5,6
caab,Altre tipologie familiari,4,1
cadriano-calamosco,Altre tipologie familiari,4,1
fiera,Altre tipologie familiari,4,1
michelino,Altre tipologie familiari,4,3
pilastro,Altre tipologie familiari,4,4
san donnino,Altre tipologie familiari,4,2
scalo merci san donato,Altre tipologie familiari,4,1
via del lavoro,Altre tipologie familiari,4,5
via mondo,Altre tipologie familiari,4,5
caab,Coniugi con figli,5,4
cadriano-calamosco,Coniugi con figli,5,7
fiera,Coniugi con figli,5,1
michelino,Coniugi con figli,5,35
pilastro,Coniugi con figli,5,54
san donnino,Coniugi con figli,5,22
scalo merci san donato,Coniugi con figli,5,1
via del lavoro,Coniugi con figli,5,61
via mondo,Coniugi con figli,5,61
osservanza,Altre tipologie familiari,2,73
paderno,Altre tipologie familiari,2,28
san michele in bosco,Altre tipologie familiari,2,46
galvani-1,Altre tipologie familiari,4,1
galvani-2,Altre tipologie familiari,4,6
galvani-1,Altre tipologie familiari,5,1
galvani-2,Altre tipologie familiari,5,4
irnerio-1,Coniugi con altri membri conviventi,4,2
irnerio-2,Coniugi con altri membri conviventi,4,6
irnerio-1,Coniugi con altri membri conviventi,5,1
irnerio-2,Coniugi con altri membri conviventi,5,1
irnerio-1,Coniugi con figli,4,69
irnerio-2,Coniugi con figli,4,187
irnerio-1,Padre con figli,3,10
irnerio-2,Padre con figli,3,26
chiesanuova,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
dagnini,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
giardini margherita,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
mezzofanti,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
siepelunga,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
chiesanuova,Padre con figli e altri membri conviventi,3,43
dagnini,Padre con figli e altri membri conviventi,3,55
giardini margherita,Padre con figli e altri membri conviventi,3,1
mezzofanti,Padre con figli e altri membri conviventi,3,43
siepelunga,Padre con figli e altri membri conviventi,3,26
bitone,Altre tipologie familiari,2,239
cavedone,Altre tipologie familiari,2,70
due madonne,Altre tipologie familiari,2,67
fossolo,Altre tipologie familiari,2,193
lungo savena,Altre tipologie familiari,2,4
ospedale bellaria,Altre tipologie familiari,2,3
pontevecchio,Altre tipologie familiari,2,117
via arno,Altre tipologie familiari,2,157
bitone,Altre tipologie familiari,4,6
cavedone,Altre tipologie familiari,4,2
due madonne,Altre tipologie familiari,4,2
fossolo,Altre tipologie familiari,4,5
lungo savena,Altre tipologie familiari,4,1
ospedale bellaria,Altre tipologie familiari,4,1
pontevecchio,Altre tipologie familiari,4,3
via arno,Altre tipologie familiari,4,4
bitone,Coniugi con figli e altri membri conviventi,6-10,23
cavedone,Coniugi con figli e altri membri conviventi,6-10,7
due madonne,Coniugi con figli e altri membri conviventi,6-10,7
fossolo,Coniugi con figli e altri membri conviventi,6-10,18
lungo savena,Coniugi con figli e altri membri conviventi,6-10,1
ospedale bellaria,Coniugi con figli e altri membri conviventi,6-10,1
pontevecchio,Coniugi con figli e altri membri conviventi,6-10,11
via arno,Coniugi con figli e altri membri conviventi,6-10,15
bitone,Madre con figli e altri membri conviventi,6-10,3
cavedone,Madre con figli e altri membri conviventi,6-10,1
due madonne,Madre con figli e altri membri conviventi,6-10,1
fossolo,Madre con figli e altri membri conviventi,6-10,3
lungo savena,Madre con figli e altri membri conviventi,6-10,1
ospedale bellaria,Madre con figli e altri membri conviventi,6-10,1
pontevecchio,Madre con figli e altri membri conviventi,6-10,2
via arno,Madre con figli e altri membri conviventi,6-10,2
bitone,Padre con figli,3,22
cavedone,Padre con figli,3,7
due madonne,Padre con figli,3,7
fossolo,Padre con figli,3,18
lungo savena,Padre con figli,3,1
ospedale bellaria,Padre con figli,3,1
pontevecchio,Padre con figli,3,11
via arno,Padre con figli,3,15
irnerio-1,Coniugi,2,196
irnerio-2,Coniugi,2,538
irnerio-1,Coniugi con figli e altri membri conviventi,5,4
irnerio-2,Coniugi con figli e altri membri conviventi,5,11
irnerio-1,Madre con figli,2,101
irnerio-2,Madre con figli,2,276
irnerio-1,Padre con figli,4,2
irnerio-2,Padre con figli,4,4
chiesanuova,Coniugi con figli e altri membri conviventi,4,13
dagnini,Coniugi con figli e altri membri conviventi,4,17
giardini margherita,Coniugi con figli e altri membri conviventi,4,1
mezzofanti,Coniugi con figli e altri membri conviventi,4,13
siepelunga,Coniugi con figli e altri membri conviventi,4,8
chiesanuova,Coniugi con figli e altri membri conviventi,6-10,9
dagnini,Coniugi con figli e altri membri conviventi,6-10,11
giardini margherita,Coniugi con figli e altri membri conviventi,6-10,1
mezzofanti,Coniugi con figli e altri membri conviventi,6-10,9
siepelunga,Coniugi con figli e altri membri conviventi,6-10,5
chiesanuova,Madre con figli,3,83
dagnini,Madre con figli,3,106
giardini margherita,Madre con figli,3,1
mezzofanti,Madre con figli,3,83
siepelunga,Madre con figli,3,50
chiesanuova,Madre con figli,4,11
dagnini,Madre con figli,4,13
giardini margherita,Madre con figli,4,1
mezzofanti,Madre con figli,4,11
siepelunga,Madre con figli,4,7
chiesanuova,Madre con figli e altri membri conviventi,4,26
dagnini,Madre con figli e altri membri conviventi,4,34
giardini margherita,Madre con figli e altri membri conviventi,4,1
mezzofanti,Madre con figli e altri membri conviventi,4,27
siepelunga,Madre con figli e altri membri conviventi,4,16
chiesanuova,Padre con figli,2,49
dagnini,Padre con figli,2,63
giardini margherita,Padre con figli,2,1
mezzofanti,Padre con figli,2,50
siepelunga,Padre con figli,2,30
bitone,Coniugi con figli e altri membri conviventi,4,25
cavedone,Coniugi con figli e altri membri conviventi,4,8
due madonne,Coniugi con figli e altri membri conviventi,4,7
fossolo,Coniugi con figli e altri membri conviventi,4,20
lungo savena,Coniugi con figli e altri membri conviventi,4,1
ospedale bellaria,Coniugi con figli e altri membri conviventi,4,1
pontevecchio,Coniugi con figli e altri membri conviventi,4,12
via arno,Coniugi con figli e altri membri conviventi,4,17
bitone,Madre con figli e altri membri conviventi,3,80
cavedone,Madre con figli e altri membri conviventi,3,24
due madonne,Madre con figli e altri membri conviventi,3,23
fossolo,Madre con figli e altri membri conviventi,3,65
lungo savena,Madre con figli e altri membri conviventi,3,2
ospedale bellaria,Madre con figli e altri membri conviventi,3,1
pontevecchio,Madre con figli e altri membri conviventi,3,40
via arno,Madre con figli e altri membri conviventi,3,53
battindarno,Coniugi con figli,6-10,16
canale di reno,Coniugi con figli,6-10,12
villaggio della barca,Coniugi con figli,6-10,11
battindarno,Coppia unita civilmente femminile,2,3
canale di reno,Coppia unita civilmente femminile,2,2
villaggio della barca,Coppia unita civilmente femminile,2,2
battindarno,Madre con figli,2,280
canale di reno,Madre con figli,2,200
villaggio della barca,Madre con figli,2,190
battindarno,Padre con figli,3,13
canale di reno,Padre con figli,3,9
villaggio della barca,Padre con figli,3,9
aeroporto,Altre tipologie familiari,6-10,1
bargellino,Altre tipologie familiari,6-10,1
borgo centro,Altre tipologie familiari,6-10,1
casteldebole,Altre tipologie familiari,6-10,1
ducati-villaggio ina,Altre tipologie familiari,6-10,1
la birra,Altre tipologie familiari,6-10,1
lavino di mezzo,Altre tipologie familiari,6-10,1
lungo reno,Altre tipologie familiari,6-10,1
rigosa,Altre tipologie familiari,6-10,1
triumvirato-pietra,Altre tipologie familiari,6-10,1
via del vivaio,Altre tipologie familiari,6-10,1
aeroporto,Coniugi con figli,5,3
bargellino,Coniugi con figli,5,1
borgo centro,Coniugi con figli,5,49
casteldebole,Coniugi con figli,5,32
ducati-villaggio ina,Coniugi con figli,5,20
la birra,Coniugi con figli,5,12
lavino di mezzo,Coniugi con figli,5,4
lungo reno,Coniugi con figli,5,1
rigosa,Coniugi con figli,5,9
triumvirato-pietra,Coniugi con figli,5,34
via del vivaio,Coniugi con figli,5,6
aeroporto,Coniugi con figli e altri membri conviventi,4,2
bargellino,Coniugi con figli e altri membri conviventi,4,1
borgo centro,Coniugi con figli e altri membri conviventi,4,20
casteldebole,Coniugi con figli e altri membri conviventi,4,13
ducati-villaggio ina,Coniugi con figli e altri membri conviventi,4,8
la birra,Coniugi con figli e altri membri conviventi,4,5
lavino di mezzo,Coniugi con figli e altri membri conviventi,4,2
lungo reno,Coniugi con figli e altri membri conviventi,4,1
rigosa,Coniugi con figli e altri membri conviventi,4,4
triumvirato-pietra,Coniugi con figli e altri membri conviventi,4,14
via del vivaio,Coniugi con figli e altri membri conviventi,4,3
aeroporto,Coniugi con figli e altri membri conviventi,5,2
bargellino,Coniugi con figli e altri membri conviventi,5,1
borgo centro,Coniugi con figli e altri membri conviventi,5,24
casteldebole,Coniugi con figli e altri membri conviventi,5,15
ducati-villaggio ina,Coniugi con figli e altri membri conviventi,5,9
la birra,Coniugi con figli e altri membri conviventi,5,6
lavino di mezzo,Coniugi con figli e altri membri conviventi,5,2
lungo reno,Coniugi con figli e altri membri conviventi,5,1
rigosa,Coniugi con figli e altri membri conviventi,5,4
triumvirato-pietra,Coniugi con figli e altri membri conviventi,5,16
via del vivaio,Coniugi con figli e altri membri conviventi,5,3
aeroporto,Madre con figli,4,1
bargellino,Madre con figli,4,1
borgo centro,Madre con figli,4,11
casteldebole,Madre con figli,4,8
ducati-villaggio ina,Madre con figli,4,5
la birra,Madre con figli,4,3
lavino di mezzo,Madre con figli,4,1
lungo reno,Madre con figli,4,1
rigosa,Madre con figli,4,2
triumvirato-pietra,Madre con figli,4,8
via del vivaio,Madre con figli,4,2
aeroporto,Padre con figli,3,1
bargellino,Padre con figli,3,1
borgo centro,Padre con figli,3,13
casteldebole,Padre con figli,3,8
ducati-villaggio ina,Padre con figli,3,5
la birra,Padre con figli,3,4
lavino di mezzo,Padre con figli,3,1
lungo reno,Padre con figli,3,1
rigosa,Padre con figli,3,3
triumvirato-pietra,Padre con figli,3,9
via del vivaio,Padre con figli,3,2
aeroporto,Padre con figli e altri membri conviventi,5,1
bargellino,Padre con figli e altri membri conviventi,5,1
borgo centro,Padre con figli e altri membri conviventi,5,6
casteldebole,Padre con figli e altri membri conviventi,5,4
ducati-villaggio ina,Padre con figli e altri membri conviventi,5,3
la birra,Padre con figli e altri membri conviventi,5,2
lavino di mezzo,Padre con figli e altri membri conviventi,5,1
lungo reno,Padre con figli e altri membri conviventi,5,1
rigosa,Padre con figli e altri membri conviventi,5,1
triumvirato-pietra,Padre con figli e altri membri conviventi,5,5
via del vivaio,Padre con figli e altri membri conviventi,5,1
arcoveggio,Madre con figli e altri membri conviventi,5,9
caserme rosse-manifattura,Madre con figli e altri membri conviventi,5,2
cnr,Madre con figli e altri membri conviventi,5,1
ex mercato ortofrutticolo,Madre con figli e altri membri conviventi,5,2
piazza dell'unita',Madre con figli e altri membri conviventi,5,10
via ferrarese,Madre con figli e altri membri conviventi,5,11
arcoveggio,Sola,1,1554
caserme rosse-manifattura,Sola,1,324
cnr,Sola,1,8
ex mercato ortofrutticolo,Sola,1,259
piazza dell'unita',Sola,1,1643
via ferrarese,Sola,1,1785
croce coperta,Altre tipologie familiari,5,1
la dozza,Altre tipologie familiari,5,1
mulino del gomito,Altre tipologie familiari,5,1
san savino,Altre tipologie familiari,5,2
savena abbandonato,Altre tipologie familiari,5,1
croce coperta,Altre tipologie familiari,6-10,1
la dozza,Altre tipologie familiari,6-10,1
mulino del gomito,Altre tipologie familiari,6-10,1
san savino,Altre tipologie familiari,6-10,2
savena abbandonato,Altre tipologie familiari,6-10,1
croce coperta,Coniugi con figli,6-10,11
la dozza,Coniugi con figli,6-10,3
mulino del gomito,Coniugi con figli,6-10,2
san savino,Coniugi con figli,6-10,16
savena abbandonato,Coniugi con figli,6-10,2
croce coperta,Madre con figli,2,167
la dozza,Madre con figli,2,38
mulino del gomito,Madre con figli,2,21
san savino,Madre con figli,2,256
savena abbandonato,Madre con figli,2,28
croce coperta,Madre con figli,5,1
la dozza,Madre con figli,5,1
mulino del gomito,Madre con figli,5,1
san savino,Madre con figli,5,2
savena abbandonato,Madre con figli,5,1
croce coperta,Padre con figli,4,2
la dozza,Padre con figli,4,1
mulino del gomito,Padre con figli,4,1
san savino,Padre con figli,4,3
savena abbandonato,Padre con figli,4,1
beverara,Coniugi con figli e altri membri conviventi,5,11
la noce,Coniugi con figli e altri membri conviventi,5,3
laghetti del rosario,Coniugi con figli e altri membri conviventi,5,1
lazzaretto,Coniugi con figli e altri membri conviventi,5,2
pescarola,Coniugi con figli e altri membri conviventi,5,7
tiro a segno,Coniugi con figli e altri membri conviventi,5,1
beverara,Coppia unita civilmente maschile,2,4
la noce,Coppia unita civilmente maschile,2,1
laghetti del rosario,Coppia unita civilmente maschile,2,1
lazzaretto,Coppia unita civilmente maschile,2,1
pescarola,Coppia unita civilmente maschile,2,3
tiro a segno,Coppia unita civilmente maschile,2,1
beverara,Padre con figli,2,43
la noce,Padre con figli,2,10
laghetti del rosario,Padre con figli,2,3
lazzaretto,Padre con figli,2,6
pescarola,Padre con figli,2,28
tiro a segno,Padre con figli,2,1
ravone,Altre tipologie familiari,2,28
san giuseppe,Altre tipologie familiari,2,144
san luca,Altre tipologie familiari,2,16
stadio-meloncello,Altre tipologie familiari,2,83
via del genio,Altre tipologie familiari,2,1
xxi aprile,Altre tipologie familiari,2,292
ravone,Coniugi con figli,5,7
san giuseppe,Coniugi con figli,5,37
san luca,Coniugi con figli,5,4
stadio-meloncello,Coniugi con figli,5,21
via del genio,Coniugi con figli,5,1
xxi aprile,Coniugi con figli,5,74
ravone,Coniugi con figli e altri membri conviventi,5,3
san giuseppe,Coniugi con figli e altri membri conviventi,5,11
san luca,Coniugi con figli e altri membri conviventi,5,2
stadio-meloncello,Coniugi con figli e altri membri conviventi,5,7
via del genio,Coniugi con figli e altri membri conviventi,5,1
xxi aprile,Coniugi con figli e altri membri conviventi,5,22
ravone,Madre con figli e altri membri conviventi,5,1
san giuseppe,Madre con figli e altri membri conviventi,5,4
san luca,Madre con figli e altri membri conviventi,5,1
stadio-meloncello,Madre con figli e altri membri conviventi,5,3
via del genio,Madre con figli e altri membri conviventi,5,1
xxi aprile,Madre con figli e altri membri conviventi,5,8
ravone,Padre con figli,2,8
san giuseppe,Padre con figli,2,38
san luca,Padre con figli,2,4
stadio-meloncello,Padre con figli,2,22
via del genio,Padre con figli,2,1
xxi aprile,Padre con figli,2,77
ravone,Padre con figli,5,1
san giuseppe,Padre con figli,5,1
san luca,Padre con figli,5,1
stadio-meloncello,Padre con figli,5,1
via del genio,Padre con figli,5,1
xxi aprile,Padre con figli,5,1
malpighi-1,Altre tipologie familiari,6-10,1
malpighi-2,Altre tipologie familiari,6-10,2
marconi-1,Madre con figli,3,22
marconi-2,Madre con figli,3,116
prati di caprara-ospedale maggiore,Coniugi,2,31
scalo ravone,Coniugi,2,10
velodromo,Coniugi,2,367
via vittorio veneto,Coniugi,2,341
zanardi,Coniugi,2,416
prati di caprara-ospedale maggiore,Coniugi con figli,5,3
scalo ravone,Coniugi con figli,5,1
velodromo,Coniugi con figli,5,35
via vittorio veneto,Coniugi con figli,5,32
zanardi,Coniugi con figli,5,39
prati di caprara-ospedale maggiore,Coniugi con figli e altri membri conviventi,5,1
scalo ravone,Coniugi con figli e altri membri conviventi,5,1
velodromo,Coniugi con figli e altri membri conviventi,5,11
via vittorio veneto,Coniugi con figli e altri membri conviventi,5,10
zanardi,Coniugi con figli e altri membri conviventi,5,12
prati di caprara-ospedale maggiore,Madre con figli e altri membri conviventi,4,2
scalo ravone,Madre con figli e altri membri conviventi,4,1
velodromo,Madre con figli e altri membri conviventi,4,21
via vittorio veneto,Madre con figli e altri membri conviventi,4,20
zanardi,Madre con figli e altri membri conviventi,4,24
prati di caprara-ospedale maggiore,Padre con figli e altri membri conviventi,3,3
scalo ravone,Padre con figli e altri membri conviventi,3,1
velodromo,Padre con figli e altri membri conviventi,3,34
via vittorio veneto,Padre con figli e altri membri conviventi,3,32
zanardi,Padre con figli e altri membri conviventi,3,38
caab,Altre tipologie familiari,2,11
cadriano-calamosco,Altre tipologie familiari,2,22
fiera,Altre tipologie familiari,2,1
michelino,Altre tipologie familiari,2,114
pilastro,Altre tipologie familiari,2,177
san donnino,Altre tipologie familiari,2,73
scalo merci san donato,Altre tipologie familiari,2,1
via del lavoro,Altre tipologie familiari,2,201
via mondo,Altre tipologie familiari,2,200
caab,Coniugi con altri membri conviventi,5,1
cadriano-calamosco,Coniugi con altri membri conviventi,5,1
fiera,Coniugi con altri membri conviventi,5,1
michelino,Coniugi con altri membri conviventi,5,1
pilastro,Coniugi con altri membri conviventi,5,2
san donnino,Coniugi con altri membri conviventi,5,1
scalo merci san donato,Coniugi con altri membri conviventi,5,1
via del lavoro,Coniugi con altri membri conviventi,5,2
via mondo,Coniugi con altri membri conviventi,5,2
caab,Coniugi con figli e altri membri conviventi,5,2
cadriano-calamosco,Coniugi con figli e altri membri conviventi,5,3
fiera,Coniugi con figli e altri membri conviventi,5,1
michelino,Coniugi con figli e altri membri conviventi,5,12
pilastro,Coniugi con figli e altri membri conviventi,5,18
san donnino,Coniugi con figli e altri membri conviventi,5,8
scalo merci san donato,Coniugi con figli e altri membri conviventi,5,1
via del lavoro,Coniugi con figli e altri membri conviventi,5,20
via mondo,Coniugi con figli e altri membri conviventi,5,20
caab,Coppia unita civilmente maschile,2,1
cadriano-calamosco,Coppia unita civilmente maschile,2,1
fiera,Coppia unita civilmente maschile,2,1
michelino,Coppia unita civilmente maschile,2,2
pilastro,Coppia unita civilmente maschile,2,3
san donnino,Coppia unita civilmente maschile,2,2
scalo merci san donato,Coppia unita civilmente maschile,2,1
via del lavoro,Coppia unita civilmente maschile,2,3
via mondo,Coppia unita civilmente maschile,2,3
caab,Madre con figli,6-10,1
cadriano-calamosco,Madre con figli,6-10,1
fiera,Madre con figli,6-10,1
michelino,Madre con figli,6-10,1
pilastro,Madre con figli,6-10,1
san donnino,Madre con figli,6-10,1
scalo merci san donato,Madre con figli,6-10,1
via del lavoro,Madre con figli,6-10,1
via mondo,Madre con figli,6-10,1
caab,Madre con figli e altri membri conviventi,4,2
cadriano-calamosco,Madre con figli e altri membri conviventi,4,4
fiera,Madre con figli e altri membri conviventi,4,1
michelino,Madre con figli e altri membri conviventi,4,19
pilastro,Madre con figli e altri membri conviventi,4,29
san donnino,Madre con figli e altri membri conviventi,4,12
scalo merci san donato,Madre con figli e altri membri conviventi,4,1
via del lavoro,Madre con figli e altri membri conviventi,4,33
via mondo,Madre con figli e altri membri conviventi,4,33
caab,Madre con figli e altri membri conviventi,5,1
cadriano-calamosco,Madre con figli e altri membri conviventi,5,2
fiera,Madre con figli e altri membri conviventi,5,1
michelino,Madre con figli e altri membri conviventi,5,7
pilastro,Madre con figli e altri membri conviventi,5,10
san donnino,Madre con figli e altri membri conviventi,5,4
scalo merci san donato,Madre con figli e altri membri conviventi,5,1
via del lavoro,Madre con figli e altri membri conviventi,5,11
via mondo,Madre con figli e altri membri conviventi,5,11
caab,Padre con figli,2,3
cadriano-calamosco,Padre con figli,2,6
fiera,Padre con figli,2,1
michelino,Padre con figli,2,29
pilastro,Padre con figli,2,45
san donnino,Padre con figli,2,19
scalo merci san donato,Padre con figli,2,1
via del lavoro,Padre con figli,2,51
via mondo,Padre con figli,2,51
caab,Padre con figli e altri membri conviventi,4,2
cadriano-calamosco,Padre con figli e altri membri conviventi,4,4
fiera,Padre con figli e altri membri conviventi,4,1
michelino,Padre con figli e altri membri conviventi,4,18
pilastro,Padre con figli e altri membri conviventi,4,28
san donnino,Padre con figli e altri membri conviventi,4,12
scalo merci san donato,Padre con figli e altri membri conviventi,4,1
via del lavoro,Padre con figli e altri membri conviventi,4,32
via mondo,Padre con figli e altri membri conviventi,4,32
caab,Padre con figli e altri membri conviventi,5,1
cadriano-calamosco,Padre con figli e altri membri conviventi,5,1
fiera,Padre con figli e altri membri conviventi,5,1
michelino,Padre con figli e altri membri conviventi,5,5
pilastro,Padre con figli e altri membri conviventi,5,7
san donnino,Padre con figli e altri membri conviventi,5,3
scalo merci san donato,Padre con figli e altri membri conviventi,5,1
via del lavoro,Padre con figli e altri membri conviventi,5,8
via mondo,Padre con figli e altri membri conviventi,5,8
caab,Padre con figli e altri membri conviventi,6-10,1
cadriano-calamosco,Padre con figli e altri membri conviventi,6-10,1
fiera,Padre con figli e altri membri conviventi,6-10,1
michelino,Padre con figli e altri membri conviventi,6-10,2
pilastro,Padre con figli e altri membri conviventi,6-10,3
san donnino,Padre con figli e altri membri conviventi,6-10,2
scalo merci san donato,Padre con figli e altri membri conviventi,6-10,1
via del lavoro,Padre con figli e altri membri conviventi,6-10,4
via mondo,Padre con figli e altri membri conviventi,6-10,4
caab,Sola,1,65
cadriano-calamosco,Sola,1,127
fiera,Sola,1,4
michelino,Sola,1,677
pilastro,Sola,1,1050
san donnino,Sola,1,434
scalo merci san donato,Sola,1,6
via del lavoro,Sola,1,1194
via mondo,Sola,1,1191
osservanza,Altre tipologie familiari,5,1
paderno,Altre tipologie familiari,5,1
san michele in bosco,Altre tipologie familiari,5,1
osservanza,Madre con figli,4,13
paderno,Madre con figli,4,5
san michele in bosco,Madre con figli,4,8
galvani-1,Coniugi con altri membri conviventi,3,4
galvani-2,Coniugi con altri membri conviventi,3,22
galvani-1,Coniugi con altri membri conviventi,5,1
galvani-2,Coniugi con altri membri conviventi,5,2
galvani-1,Coniugi con figli e altri membri conviventi,5,4
galvani-2,Coniugi con figli e altri membri conviventi,5,24
galvani-1,Madre con figli,2,60
galvani-2,Madre con figli,2,379
galvani-1,Madre con figli e altri membri conviventi,3,10
galvani-2,Madre con figli e altri membri conviventi,3,64
